Source,Target,Weight
23,186,1
23,207,1
23,153,1
23,170,12
23,115,2
23,264,1
23,54,3
23,32,2
23,235,1
23,224,15
23,185,3
23,142,4
23,241,2
23,149,2
23,244,3
23,189,6
23,53,2
23,243,3
23,198,3
23,265,3
23,260,3
23,211,6
23,255,2
23,257,1
74,16,84183
74,68,25251
74,102,617
74,29,7398
74,23,129133
74,134,970
74,8,38914
74,38,2870
74,64,1287
74,110,310
74,0,49
74,3,7169
74,25,3963
74,90,521
74,46,1539
74,5,71
74,9,378
74,14,283
74,57,119
74,17,86
74,19,172
74,55,153
74,28,396
74,69,376
74,41,34
74,27,316
74,126,213
74,75,487
74,21,329
74,66,318
74,39,198
74,103,3
74,95,43
74,45,431
74,24,90
74,43,96
74,112,3
74,20,57
74,26,347
74,76,78
74,92,19
74,42,43
74,62,58
74,82,48
74,98,176
74,11,134
74,71,123
74,97,24
74,146,143
74,88,74
74,81,117
74,47,109
74,65,16
74,133,54
74,140,159
74,33,502
74,72,34
74,60,24
74,107,62
74,51,61
74,114,21
74,15,176
74,18,27
74,125,1
74,182,1
74,6,3
74,48,11
74,119,50
74,7,13
74,70,71
74,78,22
74,37,9
74,118,5
74,129,102
74,151,7
74,85,5
74,120,1
74,111,4
74,89,3
74,34,9
74,31,39
74,13,15
74,35,6
74,36,4
74,93,28
74,101,17
74,4,46
74,173,8
74,52,20
74,139,3
74,175,28
74,105,29
74,121,2
74,279,1
74,86,4
74,137,3
74,94,1
74,54,3
74,159,6
74,152,1
74,100,5
74,224,10
74,116,3
74,58,18
74,141,1
74,202,27
74,73,3
74,128,23
74,131,28
74,104,2
74,79,7
74,123,3
74,163,4
74,228,2
74,147,1
74,165,1
74,177,5
110,16,340
110,23,3145
110,8,174
110,0,26
110,118,1
110,129,634
110,64,240
110,74,309
110,147,104
110,20,7
110,47,17
110,3,19
110,46,8
110,68,18
110,102,13
110,29,17
110,146,8
110,38,21
110,62,2
110,82,2
110,66,6
110,21,37
110,107,12
110,43,4
110,65,1
110,140,4
110,90,4
110,117,32
110,169,2
110,26,7
110,71,2
110,151,7
110,95,1
110,33,12
110,55,1
110,213,10
110,116,49
110,76,2
110,154,1
110,98,2
110,75,2
110,160,1
110,232,2
110,7,3
110,134,1
110,89,1
110,27,5
110,162,2
110,239,2
110,88,1
110,60,37
110,42,1
110,45,1
110,81,7
110,9,2
110,175,2
110,97,1
110,39,4
110,69,1
110,54,3
110,108,6
110,139,1
110,70,4
162,110,2
162,23,2
162,0,2
64,23,1532
64,8,263
64,16,1236
64,110,240
64,102,270
64,29,77
64,38,23
64,46,15
64,74,1287
64,68,291
64,0,83
64,3,4
64,27,9
64,62,4
64,82,4
64,66,4
64,21,5
64,71,1
64,107,55
64,117,32
64,129,3
64,18,1
64,14,1
16,74,84201
16,8,605012
16,3,179438
16,29,121131
16,68,22762
16,25,97440
16,134,13393
16,23,129194
16,38,155593
16,90,5842
16,46,12190
16,102,7810
16,5,1547
16,9,3414
16,14,3210
16,57,1620
16,17,1443
16,19,2891
16,37,116
16,28,1358
16,34,1155
16,39,4205
16,15,1050
16,24,1398
16,66,397
16,36,31
16,123,6
16,64,1236
16,110,340
16,7,1069
16,43,100
16,35,556
16,42,1057
16,45,1690
16,48,336
16,27,1019
16,82,302
16,18,327
16,55,433
16,81,243
16,26,353
16,71,342
16,75,305
16,51,58
16,140,73
16,93,113
16,4,294
16,62,116
16,0,47
16,21,531
16,47,317
16,69,1071
16,146,99
16,114,97
16,72,28
16,109,65
16,41,180
16,103,33
16,133,110
16,11,141
16,88,121
16,76,125
16,10,48
16,89,17
16,121,21
16,139,2
16,20,114
16,1,3
16,31,197
16,98,90
16,95,52
16,164,1
16,136,13
16,22,15
16,58,10
16,80,89
16,150,6
16,129,36
16,125,32
16,151,8
16,30,49
16,165,13
16,119,149
16,120,11
16,63,15
16,202,18
16,143,4
16,97,34
16,145,12
16,238,4
16,112,11
16,56,25
16,92,33
16,65,15
16,12,5
16,122,9
16,13,45
16,70,37
16,126,98
16,86,7
16,147,6
16,111,4
16,33,48
16,105,17
16,160,11
16,104,35
16,107,4
16,100,6
16,6,10
16,191,1
16,212,7
16,207,5
16,156,1
16,118,10
16,137,4
16,231,2
16,175,3
16,116,11
16,87,2
16,79,23
16,124,1
16,180,2
16,216,3
16,181,2
16,173,1
16,128,2
16,44,5
16,220,1
16,166,3
16,208,2
16,49,5
16,78,2
16,167,4
16,226,2
8,38,378668
8,16,604750
8,25,66138
8,29,231833
8,3,143347
8,28,5076
8,46,16739
8,134,6778
8,23,290492
8,39,9512
8,48,1100
8,45,6019
8,27,3466
8,102,14235
8,35,1421
8,82,837
8,74,38909
8,42,2700
8,24,6811
8,18,759
8,17,1111
8,34,3078
8,55,813
8,66,1343
8,36,257
8,37,668
8,81,506
8,26,3541
8,68,3185
8,90,1640
8,5,1216
8,9,1227
8,14,830
8,57,726
8,19,729
8,20,444
8,21,1936
8,164,12
8,95,240
8,15,1794
8,51,113
8,140,188
8,93,58
8,4,88
8,110,174
8,120,549
8,136,46
8,69,2766
8,125,89
8,72,52
8,119,267
8,86,9
8,10,106
8,41,558
8,47,1533
8,103,221
8,76,363
8,89,93
8,109,110
8,146,496
8,80,260
8,133,43
8,11,190
8,64,263
8,100,82
8,75,614
8,123,32
8,65,113
8,97,111
8,98,264
8,92,121
8,122,100
8,108,34
8,182,3
8,118,51
8,114,156
8,33,144
8,88,315
8,31,1078
8,13,45
8,71,421
8,160,14
8,107,7
8,7,764
8,126,166
8,12,24
8,58,243
8,43,134
8,143,52
8,1,16
8,178,6
8,49,2
8,62,179
8,237,2
8,70,172
8,87,71
8,129,214
8,147,5
8,121,47
8,212,2
8,159,11
8,167,2
8,152,10
8,139,11
8,191,15
8,246,4
8,175,28
8,231,6
8,151,21
8,111,25
8,157,1
8,22,31
8,204,1
8,6,5
8,105,2
8,252,2
8,40,4
8,202,18
8,101,3
8,124,4
8,79,10
8,173,11
8,171,2
8,30,15
8,44,1
8,78,2
8,234,1
8,56,8
8,0,11
8,137,8
8,77,4
8,112,4
8,257,2
8,177,1
8,225,2
8,141,3
8,166,3
8,169,1
8,32,2
8,116,6
8,128,2
8,104,2
8,253,2
8,165,1
8,2,2
8,52,1
8,63,15
8,154,1
8,96,2
8,236,2
8,185,3
68,16,22762
68,74,25245
68,102,1083
68,29,2273
68,23,15072
68,134,388
68,8,3183
68,38,614
68,105,75
68,57,31
68,55,56
68,3,571
68,25,259
68,90,64
68,46,158
68,5,13
68,9,15
68,14,43
68,17,4
68,19,20
68,7,4
68,28,60
68,126,60
68,45,41
68,20,48
68,114,23
68,10,1
68,140,11
68,18,4
68,119,1
68,86,3
68,24,9
68,21,47
68,42,6
68,26,23
68,97,1
68,27,65
68,146,24
68,101,16
68,15,29
68,69,24
68,66,28
68,62,10
68,39,10
68,47,10
68,51,24
68,37,4
68,93,29
68,4,199
68,48,3
68,82,4
68,81,12
68,41,5
68,87,4
68,95,3
68,98,14
68,70,6
68,75,13
68,109,6
68,71,56
68,64,291
68,103,3
68,34,3
68,110,18
68,0,5
68,76,5
68,72,2
68,33,2
68,212,1
68,107,52
68,88,29
68,104,18
68,160,1
68,129,10
68,11,1
68,133,2
68,224,5
68,43,1
68,94,1
68,182,6
68,112,1
68,141,2
68,89,1
102,8,14291
102,38,6505
102,25,850
102,24,48
102,16,7832
102,28,53
102,29,4165
102,23,11787
102,3,3121
102,7,21
102,46,207
102,74,616
102,68,1089
102,134,307
102,90,11
102,5,11
102,9,9
102,14,9
102,57,4
102,17,13
102,19,5
102,35,18
102,66,11
102,109,1
102,15,42
102,45,60
102,103,225
102,39,342
102,34,255
102,47,84
102,75,22
102,42,90
102,21,21
102,69,28
102,20,9
102,81,6
102,48,9
102,27,43
102,82,13
102,18,7
102,55,10
102,41,11
102,64,270
102,140,3
102,65,1
102,146,24
102,36,1
102,58,1
102,98,23
102,92,3
102,122,4
102,26,9
102,30,1
102,120,1
102,129,2
102,71,7
102,37,1
102,111,1
102,76,13
102,175,1
102,95,2
102,62,18
102,110,13
102,0,5
102,125,14
102,88,1
102,137,1
102,118,1
102,126,3
102,147,1
102,70,3
102,104,17
102,33,2
102,114,1
102,119,1
29,16,121154
29,68,2274
29,74,7379
29,102,4155
29,23,102771
29,134,2112
29,8,231767
29,38,129154
29,25,15046
29,3,43351
29,90,317
29,46,6793
29,5,658
29,9,269
29,14,140
29,57,242
29,17,352
29,19,126
29,28,2306
29,34,944
29,42,1971
29,45,2651
29,47,1147
29,69,2742
29,39,3718
29,48,323
29,27,1276
29,35,602
29,82,335
29,24,1785
29,18,298
29,55,267
29,66,479
29,36,78
29,37,193
29,15,637
29,41,158
29,21,759
29,26,656
29,20,131
29,103,31
29,75,432
29,97,43
29,7,562
29,76,199
29,89,56
29,71,179
29,88,173
29,43,71
29,95,28
29,80,68
29,81,236
29,120,30
29,62,33
29,126,91
29,146,159
29,114,199
29,119,159
29,109,46
29,127,3
29,140,39
29,98,125
29,72,14
29,11,44
29,65,17
29,64,77
29,110,17
29,0,2
29,78,7
29,87,74
29,51,25
29,33,81
29,133,17
29,125,26
29,70,35
29,67,1
29,122,221
29,231,2
29,31,327
29,13,13
29,100,28
29,58,86
29,56,4
29,121,14
29,92,25
29,49,7
29,139,5
29,129,45
29,111,20
29,143,14
29,79,8
29,160,12
29,4,37
29,86,1
29,104,3
29,108,48
29,167,1
29,32,2
29,112,7
29,123,10
29,173,9
29,22,3
29,6,4
29,12,12
29,118,4
29,152,6
29,202,9
29,175,16
29,151,18
29,10,32
29,137,3
29,159,2
29,136,8
29,182,23
29,93,30
29,147,1
29,165,1
29,124,4
29,203,1
29,212,1
29,154,2
29,200,14
29,235,1
29,107,4
29,60,2
29,128,1
29,163,1
29,246,2
29,106,1
29,164,2
29,180,1
29,30,1
29,142,8
29,166,3
29,191,11
46,23,30706
46,39,481
46,16,12212
46,90,99
46,74,1536
46,29,6816
46,57,131
46,43,34
46,8,16864
46,38,9347
46,62,48
46,14,54
46,11,96
46,42,385
46,103,12
46,21,290
46,27,634
46,3,3455
46,47,295
46,9,241
46,66,659
46,88,61
46,114,17
46,20,152
46,15,182
46,68,158
46,25,905
46,134,168
46,102,206
46,5,155
46,17,26
46,19,26
46,126,83
46,45,418
46,28,271
46,48,25
46,35,27
46,82,54
46,24,282
46,18,65
46,34,74
46,55,82
46,71,102
46,49,10
46,76,104
46,151,1
46,89,13
46,75,92
46,69,1187
46,26,76
46,81,73
46,98,91
46,110,8
46,7,16
46,22,28
46,97,36
46,70,57
46,72,12
46,122,14
46,37,25
46,170,4
46,119,145
46,36,30
46,169,2
46,129,6
46,41,83
46,93,8
46,146,52
46,123,34
46,140,21
46,92,14
46,65,8
46,148,5
46,13,5
46,12,1
46,159,1
46,143,2
46,120,5
46,6,3
46,95,4
46,121,21
46,86,26
46,64,15
46,125,9
46,152,3
46,51,5
46,160,2
46,111,1
46,58,4
46,33,13
46,133,4
46,87,4
46,167,9
46,180,1
46,108,33
46,137,2
46,118,7
46,80,17
46,191,3
46,139,2
46,107,2
46,128,1
46,79,1
46,101,1
46,96,1
46,4,2
46,165,10
46,136,1
46,175,1
46,10,3
46,234,1
46,109,31
46,112,1
46,177,1
3,8,143635
3,29,43387
3,39,1977
3,38,80727
3,57,176
3,16,179449
3,133,14
3,23,36267
3,66,283
3,11,71
3,74,7166
3,68,571
3,25,12660
3,134,1565
3,90,506
3,46,3434
3,102,3107
3,5,215
3,9,314
3,14,270
3,17,204
3,19,237
3,45,1185
3,24,1039
3,28,1025
3,15,1052
3,34,639
3,35,605
3,119,146
3,86,4
3,89,20
3,21,353
3,36,52
3,37,124
3,126,32
3,48,256
3,27,555
3,82,213
3,42,661
3,18,151
3,55,172
3,20,80
3,76,75
3,62,26
3,65,12
3,95,19
3,7,523
3,26,242
3,69,988
3,109,113
3,120,27
3,81,429
3,140,29
3,71,67
3,88,63
3,30,17
3,80,169
3,175,13
3,58,134
3,70,25
3,47,800
3,129,13
3,41,66
3,103,19
3,146,178
3,114,119
3,75,172
3,31,166
3,143,27
3,164,3
3,98,39
3,125,31
3,92,26
3,160,8
3,97,36
3,13,5
3,72,83
3,110,19
3,136,2
3,43,35
3,10,43
3,122,30
3,93,4
3,51,11
3,33,8
3,64,4
3,165,18
3,118,1
3,79,8
3,177,1
3,6,3
3,107,3
3,200,7
3,104,1
3,112,4
3,121,10
3,252,1
3,137,1
3,139,26
3,123,5
3,12,7
3,67,1
3,87,3
3,124,1
3,159,1
3,253,2
3,151,26
3,1,1
3,191,2
3,152,1
3,220,1
3,4,1
3,111,1
3,138,3
3,56,2
3,183,4
3,179,1
3,101,2
3,157,1
3,147,14
3,108,5
3,96,4
3,173,2
3,100,1
3,22,2
70,23,2437
70,134,15
70,27,90
70,8,172
70,74,70
70,88,19
70,46,57
70,110,4
70,69,48
70,90,6
70,72,3
70,66,44
70,38,44
70,140,3
70,51,21
70,81,2
70,16,37
70,29,35
70,3,25
70,21,25
70,82,4
70,71,38
70,76,16
70,146,9
70,126,27
70,95,1
70,118,1
70,102,3
70,108,1
70,26,5
70,68,6
70,31,7
70,18,1
70,45,21
70,39,1
70,24,3
70,20,1
70,25,4
70,42,2
70,98,1
70,55,1
70,62,1
70,15,2
70,14,1
70,36,2
70,114,2
70,175,22
70,89,2
27,23,12076
27,46,635
27,8,3467
27,16,1016
27,3,553
27,38,1779
27,45,178
27,35,5
27,102,43
27,7,4
27,93,32
27,76,89
27,15,13
27,29,1273
27,68,65
27,88,37
27,70,90
27,74,314
27,21,127
27,140,18
27,42,144
27,39,89
27,103,2
27,18,63
27,97,13
27,20,23
27,134,36
27,71,306
27,9,32
27,24,109
27,89,7
27,11,6
27,72,9
27,25,121
27,37,4
27,66,137
27,47,93
27,69,148
27,125,3
27,116,15
27,129,6
27,109,3
27,122,6
27,41,10
27,19,2
27,36,3
27,55,7
27,51,46
27,28,34
27,126,27
27,14,19
27,81,19
27,82,11
27,146,16
27,64,9
27,98,17
27,120,6
27,26,38
27,17,3
27,57,19
27,34,15
27,5,7
27,118,5
27,110,5
27,108,24
27,143,3
27,191,9
27,90,21
27,30,12
27,119,4
27,62,16
27,13,7
27,65,2
27,115,2
27,114,8
27,31,1
27,33,4
27,160,3
27,75,15
27,133,3
27,92,8
27,123,2
27,139,1
27,95,7
27,86,2
27,48,1
27,80,15
27,4,58
27,94,3
27,167,3
27,258,2
27,154,1
27,87,1
45,29,2655
45,23,8619
45,8,6028
45,46,422
45,16,1690
45,38,3865
45,15,43
45,26,14
45,3,1181
45,5,29
45,134,73
45,39,156
45,21,171
45,66,38
45,93,12
45,42,39
45,175,6
45,114,71
45,25,326
45,70,21
45,81,130
45,69,86
45,24,309
45,74,432
45,14,6
45,48,40
45,20,31
45,28,65
45,76,136
45,34,22
45,35,18
45,57,9
45,96,1
45,37,22
45,18,40
45,75,41
45,58,15
45,146,10
45,98,14
45,92,4
45,102,60
45,27,177
45,82,21
45,11,16
45,55,9
45,95,2
45,9,103
45,47,11
45,33,7
45,110,1
45,140,4
45,125,3
45,143,1
45,88,3
45,17,10
45,122,7
45,136,1
45,43,14
45,41,4
45,31,4
45,109,15
45,71,20
45,65,5
45,68,41
45,119,2
45,86,1
45,7,3
45,160,8
45,19,2
45,90,6
45,133,2
45,112,4
45,79,15
45,62,1
45,126,11
45,120,22
45,182,1
45,80,13
45,72,6
45,97,2
45,12,1
45,129,2
45,100,1
45,104,17
45,164,1
45,118,1
45,51,1
45,89,1
45,13,2
76,23,3944
76,68,5
76,14,19
76,26,4
76,38,163
76,46,104
76,39,21
76,8,363
76,29,199
76,5,8
76,9,7
76,82,7
76,74,78
76,69,14
76,16,125
76,45,136
76,3,74
76,24,25
76,102,13
76,75,210
76,21,14
76,66,43
76,27,89
76,28,17
76,100,4
76,146,34
76,51,25
76,42,8
76,15,22
76,98,5
76,81,10
76,70,16
76,134,4
76,126,2
76,57,4
76,90,13
76,95,3
76,19,2
76,140,3
76,97,14
76,11,3
76,71,12
76,55,5
76,25,13
76,141,3
76,43,18
76,13,3
76,93,5
76,88,5
76,47,2
76,20,4
76,114,1
76,143,1
76,37,2
76,17,1
76,167,1
76,129,3
76,110,2
38,3,80756
38,16,155630
38,35,809
38,8,378795
38,27,1779
38,102,6489
38,46,9334
38,7,642
38,25,20175
38,29,129172
38,28,3143
38,134,3174
38,23,71376
38,39,7472
38,48,741
38,45,3859
38,82,795
38,74,2856
38,42,2340
38,24,3219
38,18,655
38,17,619
38,34,2453
38,55,679
38,68,614
38,90,86
38,5,365
38,9,326
38,14,53
38,57,133
38,19,20
38,103,49
38,56,19
38,95,32
38,65,35
38,47,2470
38,20,428
38,151,8
38,69,1744
38,36,52
38,97,61
38,182,5
38,89,71
38,21,551
38,4,14
38,81,542
38,66,362
38,37,183
38,31,307
38,121,32
38,15,851
38,88,184
38,11,83
38,120,72
38,75,664
38,41,165
38,122,143
38,10,53
38,26,175
38,43,68
38,58,485
38,98,141
38,140,33
38,70,45
38,123,21
38,76,163
38,92,111
38,126,45
38,125,60
38,71,178
38,146,118
38,119,103
38,78,7
38,22,19
38,62,23
38,139,11
38,164,10
38,110,21
38,252,1
38,143,37
38,12,17
38,33,38
38,118,16
38,114,212
38,93,3
38,72,53
38,160,17
38,133,14
38,100,17
38,175,10
38,152,5
38,109,13
38,49,20
38,13,13
38,80,62
38,87,7
38,111,13
38,64,23
38,136,13
38,259,2
38,129,44
38,86,30
38,124,3
38,246,10
38,167,12
38,191,12
38,1,2
38,51,14
38,195,2
38,67,1
38,206,1
38,137,2
38,173,3
38,6,4
38,83,3
38,108,4
38,188,1
38,145,12
38,238,1
38,112,8
38,0,4
38,128,1
38,159,1
38,234,1
38,52,1
38,199,2
38,261,1
38,212,2
38,207,5
38,237,1
38,79,10
38,40,3
38,150,6
38,154,1
38,106,1
38,178,3
38,170,4
38,204,4
41,23,1002
41,8,558
41,25,16
41,3,66
41,42,31
41,18,1
41,46,83
41,16,180
41,38,165
41,29,158
41,39,10
41,103,11
41,74,34
41,27,10
41,102,11
41,45,4
41,98,1
41,66,2
41,97,1
41,69,8
41,24,30
41,68,5
41,126,6
41,71,9
41,57,4
41,19,1
41,28,5
41,88,8
41,26,6
41,5,1
41,37,1
41,47,4
41,21,1
41,134,2
41,146,2
41,82,1
41,43,1
41,79,1
41,111,2
41,118,1
41,36,1
41,55,2
41,15,2
41,1,1
41,14,1
118,102,1
118,23,177
118,38,16
118,46,7
118,16,10
118,45,1
118,8,51
118,27,5
118,21,3
118,111,9
118,29,4
118,25,1
118,74,4
118,24,2
118,69,1
118,0,3
118,110,1
118,41,1
118,57,2
118,70,1
118,39,1
118,3,1
118,55,1
118,66,4
118,26,1
118,9,1
107,23,1321
107,68,52
107,64,55
107,21,64
107,74,62
107,14,51
107,16,4
107,8,7
107,46,2
107,29,4
107,110,12
107,43,2
107,3,3
107,0,2
107,117,8
107,26,2
107,9,2
107,129,1
107,75,1
107,146,2
107,81,4
117,23,48
117,107,8
117,64,32
117,0,8
117,110,32
62,21,35
62,8,179
62,45,1
62,23,1299
62,68,10
62,29,33
62,16,115
62,74,58
62,15,7
62,46,48
62,102,18
62,38,23
62,134,1
62,3,26
62,27,16
62,19,4
62,14,5
62,82,3
62,39,1
62,90,6
62,57,1
62,43,1
62,24,2
62,98,8
62,71,6
62,26,8
62,64,4
62,110,2
62,0,1
62,66,2
62,9,1
62,97,1
62,140,3
62,95,4
62,81,4
62,146,1
62,72,1
62,88,4
62,70,1
82,23,1739
82,38,795
82,25,40
82,29,336
82,8,839
82,102,13
82,3,213
82,46,54
82,16,301
82,15,54
82,45,21
82,39,44
82,74,48
82,58,10
82,69,17
82,68,4
82,24,25
82,21,8
82,27,11
82,122,5
82,20,3
82,81,97
82,121,1
82,43,4
82,26,9
82,28,41
82,47,79
82,33,3
82,134,6
82,48,1
82,35,1
82,42,6
82,18,2
82,17,1
82,34,4
82,55,17
82,97,3
82,123,1
82,146,5
82,66,13
82,72,1
82,62,3
82,65,3
82,9,6
82,183,4
82,179,1
82,120,4
82,151,12
82,90,1
82,75,7
82,13,1
82,14,4
82,31,1
82,98,7
82,37,3
82,88,17
82,140,1
82,129,1
82,1,1
82,70,4
82,125,2
82,76,7
82,89,1
82,152,1
82,11,2
82,57,2
82,64,4
82,110,2
82,0,1
82,114,1
82,95,1
82,109,2
82,10,1
82,126,1
82,41,1
66,23,6950
66,8,1327
66,38,365
66,17,1
66,81,134
66,3,277
66,46,658
66,55,117
66,177,6
66,74,317
66,9,39
66,68,28
66,20,10
66,16,394
66,29,476
66,45,38
66,26,29
66,21,177
66,88,54
66,47,6
66,97,36
66,13,27
66,65,28
66,27,137
66,140,23
66,28,57
66,146,159
66,69,55
66,57,34
66,25,62
66,89,3
66,75,14
66,98,34
66,82,13
66,24,62
66,129,4
66,71,61
66,37,5
66,143,6
66,160,8
66,118,4
66,95,1
66,70,44
66,123,16
66,76,43
66,42,22
66,90,18
66,18,20
66,43,5
66,114,9
66,15,65
66,92,9
66,126,14
66,110,6
66,36,7
66,102,12
66,7,5
66,134,8
66,14,5
66,39,16
66,35,3
66,109,1
66,33,1
66,48,1
66,41,2
66,31,40
66,72,7
66,120,1
66,62,2
66,93,2
66,105,1
66,125,5
66,34,2
66,11,4
66,64,4
66,0,1
66,133,1
66,5,1
66,100,1
66,51,5
66,175,1
66,78,1
66,58,35
66,111,1
66,136,7
66,56,1
66,19,1
21,8,1939
21,46,289
21,23,10114
21,76,14
21,29,760
21,66,177
21,3,353
21,15,49
21,38,550
21,69,60
21,98,149
21,90,60
21,16,531
21,24,78
21,82,8
21,81,231
21,74,329
21,39,106
21,25,178
21,45,170
21,75,107
21,88,82
21,47,33
21,11,37
21,9,283
21,27,127
21,133,30
21,65,10
21,110,37
21,140,45
21,37,22
21,68,47
21,51,35
21,126,48
21,134,5
21,31,84
21,26,43
21,55,14
21,70,25
21,22,14
21,62,35
21,97,8
21,42,86
21,57,27
21,43,9
21,146,127
21,93,14
21,103,2
21,5,7
21,92,13
21,20,25
21,89,12
21,17,29
21,71,112
21,114,3
21,160,7
21,34,12
21,120,13
21,129,3
21,41,1
21,7,2
21,36,5
21,122,3
21,107,64
21,139,2
21,118,3
21,95,45
21,163,4
21,102,21
21,121,3
21,14,49
21,4,6
21,48,4
21,35,2
21,13,5
21,28,25
21,104,138
21,109,2
21,19,1
21,100,5
21,136,4
21,18,6
21,58,4
21,144,6
21,147,1
21,123,2
21,64,5
21,0,1
21,86,6
21,52,10
21,143,1
21,159,1
21,112,11
21,119,1
21,101,1
21,197,2
21,145,12
21,238,1
21,211,6
21,108,1
20,66,10
20,8,444
20,23,1301
20,160,1
20,46,151
20,15,14
20,3,77
20,38,428
20,29,131
20,24,22
20,27,23
20,55,24
20,16,114
20,39,57
20,21,25
20,9,241
20,102,9
20,116,1
20,28,10
20,82,3
20,92,3
20,72,5
20,71,137
20,126,4
20,88,13
20,114,65
20,13,5
20,129,7
20,35,2
20,42,16
20,14,22
20,98,8
20,74,57
20,69,16
20,81,3
20,37,24
20,25,40
20,31,4
20,45,31
20,76,4
20,134,5
20,68,48
20,11,1
20,90,4
20,95,3
20,47,44
20,51,2
20,26,3
20,89,1
20,70,1
20,125,1
20,143,2
20,48,1
20,175,1
20,140,1
20,60,1
20,58,1
20,93,1
20,75,3
20,147,15
20,110,7
14,16,3210
14,90,1021
14,23,4660
14,74,283
14,8,829
14,3,270
14,29,140
14,68,43
14,25,157
14,134,16
14,38,53
14,46,54
14,102,9
14,5,3
14,9,18
14,57,11
14,17,2
14,19,14
14,28,10
14,75,9
14,27,19
14,55,17
14,20,22
14,51,20
14,37,4
14,140,4
14,93,4
14,4,1
14,26,14
14,48,1
14,62,5
14,82,4
14,71,32
14,43,5
14,21,49
14,76,19
14,39,1
14,45,6
14,95,14
14,146,8
14,119,1
14,66,5
14,33,7
14,69,4
14,15,10
14,87,1
14,81,2
14,11,1
14,98,2
14,125,1
14,160,2
14,70,1
14,91,9
14,72,1
14,107,51
14,64,1
14,114,2
14,47,2
14,24,3
14,126,1
14,92,1
14,88,1
14,42,1
14,6,1
14,41,1
33,23,6106
33,234,1
33,46,13
33,8,144
33,38,38
33,144,4
33,74,530
33,14,7
33,29,81
33,110,12
33,16,48
33,68,2
33,140,13
33,71,1
33,45,7
33,3,8
33,47,3
33,143,1
33,146,4
33,69,26
33,66,1
33,90,5
33,27,4
33,102,2
33,9,4
33,51,60
33,55,4
33,97,1
33,28,1
33,42,1
33,111,1
33,82,3
33,98,1
136,8,46
136,29,8
136,21,4
136,100,1
136,23,81
136,16,13
136,25,1
136,38,13
136,66,7
136,56,7
136,95,1
136,39,5
136,9,4
136,3,2
136,42,1
136,46,1
136,45,1
136,146,6
136,81,1
81,36,2
81,29,235
81,8,507
81,38,542
81,23,5810
81,72,23
81,16,240
81,126,1
81,55,22
81,24,9
81,66,134
81,98,30
81,69,27
81,3,429
81,39,45
81,35,1
