node_id,community_num
268wxv56,0
y6550586,0
pd0qwj21,0
m1m04362,0
ldejp8x1,0
46w3l8n1,0
k6qwj3o6,0
268e7ek6,0
268eyxk6,0
o1yjj521,0
y6549w8d,0
ldejxxj1,0
pd0wjz21,0
268eo096,0
v1px8476,0
o6gnnn81,0
ldejq5j1,0
pd0q9ll1,0
j1n8rre1,0
9do7pk6p,0
j1n8y0w1,0
3dxekp1y,0
w6jlxx2d,0
m1mnvxd2,0
v1pony46,0
268w4l96,0
pd0qyrv1,0
9do888k1,0
j1newl91,0
j1lln541,0
j1lq4wj6,0
m1zj0k26,0
k6qwr9x6,0
3dxk29y1,0
76r3x5l6,0
46w2e5l6,1
kdkm4eg1,1
pd0qnl01,1
pdv2woo6,1
9do85871,2
pd0q3721,2
yd4kq956,3
46w2wel6,3
kdkmz5g1,3
y655qj06,3
4d7n3og6,3
kdkm89e1,3
kdkm9yg1,3
v1pxezz6,3
o1y9we26,3
o6gnqrx1,3
76rxz8v6,3
kdkmorl1,3
9do8xk1p,3
9dogym6p,3
w6j7jo46,3
o6gnz891,3
268w9q76,3
o6gnr0o1,3
m1zj8ox6,3
v1p5l8d8,3
9d38j0g1,3
nd2e79ed,3
lde3qk56,3
pdv2ggk6,3
o6gn0oo1,3
y655y376,3
j1n8xml1,3
w6j73mx6,3
lde7wx13,3
m1zkl931,3
j1n8zlx1,3
76r3ygl6,3
j1lql8e6,3
m1zkvmx1,3
9do8n3k1,3
3698xk3d,3
268eymo6,3
pd0q3221,3
9d38lvg1,3
46w32gq1,3
76r3omq6,3
k6q43rzd,3
j1lqkn46,3
4d7n3yz6,3
w6j7vr46,3
76r30ze6,3
yd4yrxde,3
4d7n50l6,3
36982j8d,3
j1n8q8w1,3
y655gq86,3
o1yjmo41,3
ldejq7x1,3
k6qwrqz6,3
y655k706,3
w6j7ke46,3
268w2n96,3
yd4k5q56,3
3dxejp1y,3
o1yjngo1,3
j1n83pw1,3
9d3roped,3
76r3y2e6,3
kdkmmp21,3
268yo7dp,3
m1mnv3jd,3
yd4xmg1e,3
m1zke931,3
o1y9lxk6,3
v1pxvn46,3
j1n8y4l1,3
w6j789x6,3
ldejenl1,3
yd4ovyg1,3
46w3ekq1,3
o1yjz3k1,3
k6qwkzx6,3
y6553736,3
j1n8ejw1,3
3dxkrwp1,3
9do8lpk1,3
v1pgyz18,3
v1px32m6,3
m1mnwz3d,3
o1yj8z41,3
w6j7yg56,3
36983jld,3
ldejrej1,3
lde3l9j6,3
k6qw8g96,3
nd28zk5d,3
yd4kkzw6,3
j1n83oy1,3
46w2lwl6,3
k6q4vnod,3
o1yjre41,3
j1n8r4x1,3
o1ywl2dq,3
76r3ggv6,3
76r3rol6,3
9d382xw1,3
v1pxy3z6,3
kdkwggdm,3
3dx2gl41,3
ldejeln1,3
pdv2v396,3
v1pxgv76,3
yd4keow6,3
j1lqlov6,3
m1zkk8x1,3
j1n8ylx1,3
kdkmz2e1,3
m1m5vjd2,3
k6q43jzd,3
j1llej71,3
46w7zqdr,3
m1mnmnxd,3
j1n8rly1,3
w6j7yke6,3
268e75o6,3
y6552e46,3
yd4kyrx6,3
pd0q2901,3
nd282zqd,3
76r30o46,3
nd28nlrd,3
j1n82ml1,3
m1mnngpd,3
j1n840l1,3
268w42y6,3
pd0q4431,3
46w3wwl1,3
pdv25w46,3
o6gnlpn1,3
m1mn7qpd,3
268eklk6,3
v1pxg546,3
268wzkk6,3
76r3lxl6,3
nd28y75d,3
o1yjk7k1,3
4d7n0kl6,3
ldej7l13,3
o6gnvxx1,3
9do8rjk1,3
9d38qre1,3
o1yjp541,3
26843kdp,3
46w2ye76,3
m1zknmz1,3
yd4j8xde,3
ldeq9nd3,3
3dxkq851,3
k6qwo796,3
9do83me1,3
v1pxjnm6,3
o1yj5241,3
yd4k5w56,3
9d385vg1,3
kdkz7qqd,3
k6qwo2o6,3
y654vv7d,3
4d7nver6,3
268ww0o6,3
4d799yl1,3
76r39ye6,3
76r3llv6,3
pd0qv7w1,3
k6q4lwzd,3
w6j74y26,3
o1yj3po1,3
k6qwl4z6,3
v1pxglp6,3
j1lql576,3
o1yjz5v1,3
pdv2w296,3
y6552o86,3
o6gn8wx1,3
kdkm5me1,3
o1yj79o1,3
3dxkqrp1,3
pdv2wwk6,3
j1n83r91,3
kdkmk721,3
9do8o7e1,3
76r3ml46,3
pd0wg921,3
j1no2wdp,3
m1z7xx60,3
ldej27e1,3
36984v2d,3
ldejoje1,3
pd0qvml1,3
yd4o95x1,3
j1n8rmw1,3
nd284qqd,3
w6jv2x6j,3
m1zo8zd0,3
nd285qed,3
y655ge76,3
pdv2e8v6,3
3dxkqjg1,3
m1zkmq01,3
9d385gy1,3
j1nepxy1,3
9d3r550d,3
j1lq2vv6,3
4d7ne736,3
o1yj45k1,3
m1mn0qjd,3
76r3x7q6,3
ldejxkj1,3
k6qw9ex6,3
3dxoeydy,3
v1porem6,3
pd0qyzl1,3
268xm51p,3
3dxklxv1,3
o1yj7vr1,3
lde8yed3,3
3dxkm5y1,3
369lz36l,3
76r3je56,3
yd4kevx6,3
yd4kwgx6,3
9do8gpo1,3
46w27e96,3
pdvze096,3
369q7ldl,3
m1mnjz3d,3
j1nw7y1p,3
9d3rv59d,3
j1n8yqe1,3
3dx2ojp1,3
m1zjpl36,3
y6552q76,3
o6gkk812,3
o1yj7r41,3
3698223d,3
4d79r8l1,3
76r3mrl6,3
v1px3y76,3
m1mnmm3d,3
4d7zpl67,3
nd289yqd,3
nd285r3d,3
3dxk8941,3
76r300v6,3
m1zkyk01,3
9d389ow1,3
m1mnjp4d,3
9d387ne1,3
v1po55z6,3
9d3lrydl,3
3dxkxzg1,3
o6gmex62,3
pd0qj2w1,3
3dx2w4y1,3
kdkm3wl1,3
9d3r2mwd,3
4d7n3lg6,3
nd2q4qd0,3
268w2896,3
m1zk3g31,3
46w2yyl6,3
268wjky6,3
yd4oq3k1,3
pdvz4lv6,3
kdkm9eg1,3
kdkmv521,3
4d7nkkr6,3
3dx293p1,3
j1llz471,3
268wv056,3
j1lqr746,3
3698923d,3
j1n8wyw1,3
y655m976,3
pd0qq4v1,3
ldej52l1,3
o6gn8m91,3
o6g9z8d2,3
kdkz95xd,3
ldej2nj1,3
pdv2pvk6,3
268eg4y6,3
lde3gm56,3
pd0w3r31,3
4d7n3rn6,3
m1zk4221,3
ldejn951,3
ldejy2j1,3
kdkm9lq1,3
yd4ojyk1,3
kdkmyyx1,3
o6gn7r81,3
j1n8r4w1,3
m1mnjxkd,3
k6qwpg06,3
y6552w06,3
m1zk5g21,3
j1n84vw1,3
kdkm5qe1,3
pdvzzp46,3
