node_id,community_num
v1pjk418,0
qw6jp56j,0
ldejxx13,0
j1n8g91p,0
v1p0x468,0
kdkzvmld,0
j1np4l6p,0
9doqzo1p,0
46w3ow91,0
4d7n0vg6,0
pd0993de,0
j1nelzx1,0
369p28g1,0
kdkzovgd,0
kdkpol1m,0
4d7xw317,0
46w2wo76,0
46w0n91r,0
m1mx2qj6,0
kdkzrkxd,0
w6jmm26j,0
4d7eer67,0
4d799lz1,0
m1m3rk62,0
y65px8de,0
j1n2gw1p,0
m1zjm426,0
yd478gde,0
m1mx0ox6,0
nd28gk3d,0
3dx22j51,0
3dx2qrv1,0
k6qnzo6g,0
kdkyjl1m,0
pd0jz26e,0
o1ywwvdq,0
y659v81e,0
369g531l,0
v1pojz76,0
k6q4j2md,0
4d73mg17,0
4d7eog67,0
o6gkg912,0
9dowmm1p,0
kdkr3g6m,0
w6jp3e6j,0
o6gl4xnd,0
kdkplq1m,0
o6glxx8d,0
j1lq4576,0
o1yjq2k1,0
m1zjy5z6,0
kdkzxlld,0
9d34wg6l,0
j1lqnwz6,0
76rxyvv6,0
m1zvmx60,0
lderej63,0
kdkzx9gd,0
v1plw868,0
w6j8vx1j,0
j1nez0w1,0
k6qkxz6g,0
ldeqjnd3,0
3dxrnvdy,0
kdk9lx6m,0
w6jlqo7d,0
pdvz55k6,0
pdvz9zv6,0
8m1z5z10,0
xv1pz8d8,0
268yw5dp,0
l3dx0vdy,0
k6q3291g,0
o1y9j9v6,0
268ee396,0
946w576r,0
o6glnv5d,0
yd487k6e,0
pd0jev6e,0
w6jjvx6j,0
76r3ye68,0
268e0o6p,0
8nd2gv10,0
yd4qnk6e,0
o6gnvo12,0
9do5mk1p,0
4pdv0o1w,0
lde2pxd3,0
m1z4q360,0
3dx2kqp1,0
9dowwj31,0
46w33l1r,0
9d3r9edl,0
v1pxxz68,0
y65457de,0
ldemmj13,0
3693w86l,0
pd04ow6e,0
46w0271r,0
kdk9pl6m,0
kdk9xq6m,0
j1nxpwdp,0
pdvwnr6w,0
pd0ke31e,0
3dxoxydy,0
m1mqjkd2,0
v1poyyz6,0
m1zjv236,0
yd4og8g1,0
w6jl9qxd,0
pd0yzl6e,0
o6g0vxd2,0
369243dl,0
369ppp31,0
yd4o4vp1,0
4d74mnd7,0
9d3rl20d,0
j1l2zz6g,0
9donyo1p,0
yo1ywodq,0
y65xz01e,0
j1lnke6g,0
369wk8dl,0
kdkzzg2d,0
369go31l,0
pd05ql1e,0
3dxzqv1y,0
y6544n3d,0
369erldl,0
yd4oex1e,0
k6qn7m6g,0
y652p06e,0
y65rg01e,0
y65e386e,0
nd28gvd0,0
j1nnrl1p,0
268nj96p,0
m1mw43d2,0
w6jl7l2d,0
m1zjjx26,0
w6jllw4d,0
j1nrv9dp,0
268n2y6p,0
ldeg9e13,0
3dx20rp1,0
j1ne83y1,0
kdkgrg1m,0
268pjodp,0
k6qgomdg,0
kdkn9ldm,0
m1mxxv36,0
w6jjqe6j,0
nd207r60,0
9d38pw1l,0
v1pewzd8,0
v1pe3pd8,0
pdvx4k1w,0
lderm563,0
3694e21l,0
o1y90pr6,0
m1zj57z6,0
nd2en3vd,0
m1mknjd2,0
j1n099dp,0
46w33971,0
9doeek1p,0
9d3rwlgd,0
w6j8y51j,0
kdkpyg1m,0
k6qp89dg,0
nd23z560,0
v1ply768,0
46w8k76r,0
w6jp776j,0
9d3renwd,0
v1pkl8d8,0
j1l53v6g,0
46wmv3dr,0
46w2l76r,0
46wm2ndr,0
w6jlljed,0
k6ql4z1g,0
2682ro6p,0
o6glnzxd,0
3dx27p51,0
lde7ll13,0
y65po0de,0
m1zjy9x6,0
268eeqy6,0
j1ne4ge1,0
j1ne9pe1,0
nd2okv60,0
m1mxjz36,0
om1m3625,0
9d32ng1l,0
m1mp9312,0
k6q4mzzd,0
v1poj846,0
kdkz7ldm,0
lde33oe6,0
nd2w5vd0,0
j1ljgedg,0
o1y9j3v6,0
y6545r7d,0
o1yy041q,0
k6q40zdg,0
yd4jjgde,0
nd2qoqd0,0
y654ee7d,0
m1meg4d2,0
nd2e33qd,0
ldel0n63,0
j1lo7z1g,0
369lj36l,0
m1mx4436,0
om1mkxd2,0
ldeopj63,0
pd0v8v6e,0
pdvz8x46,0
lderrj63,0
j1ne7jw1,0
j1ll9qz1,0
lderln63,0
4d7evr67,0
m1mxm9p6,0
yd4wxw6e,0
pd0wy931,0
k6qxqo1g,0
76rxwxv6,0
kdknpgdm,0
w6jw3x1j,0
4d79n7l1,0
j1nx4xdp,0
ldegoj13,0
j1n3yldp,0
kyd4gde4,0
l3dx51yv,0
pd0wq31e,0
9d35k91l,0
o6g89912,0
3dxqw41y,0
4d79zqg1,0
nd2exrd0,0
m1zk0310,0
26893y1p,0
9doye36p,0
o6gw9n12,0
pd0oo3de,0
lder2l63,0
268mkydp,0
nd2mo310,0
o1y7lr1q,0
o1y7zk1q,0
3695w2dl,0
lde3nle6,0
yd4pqkde,0
369p0g1l,0
76r4vq18,0
w6jxoedj,0
pd0ljvde,0
o6gww812,0
46w99l1r,0
lde3ee63,0
k6q8qm6g,0
kdk5nxdm,0
9do79k6p,0
9dok331p,0
m1m7g412,0
m1mxxw46,0
nd2er3ed,0
76r55vd8,0
kdkmg7e1,0
v1po4z46,0
369png1l,0
k6qzrx6g,0
9d37o96l,0
nd2wk3d0,0
k6q4l0dg,0
j1nj096p,0
y658506e,0
m1mm7x12,0
o1ypx21q,0
o1y9jpo6,0
76rxr946,0
9d38q3y1,0
m9do0odp,0
268w9w96,0
369rq26l,0
kdkn7xdm,0
k6q4ov9d,0
46wjgqdr,0
4pd0n31e,0
pd0w2731,0
46w30jn1,0
9d3rnedl,0
om1m5kd2,0
4d79qrg1,0
lde3nox6,0
9do8mm1p,0
w6jl7qxd,0
