user,game_id,category_id,level_id,time,date,emulated
8q3519wj,4d790nl1,n2y31r1d,ldyg0ojd,427,2021-11-06,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,1026.4,2021-09-06,False
8q3519wj,m1zkyy01,02q4qwyd,None,5664.267,2021-10-31,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,602.8,2021-09-28,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,578.68,2021-10-03,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,694.001,2021-10-15,False
8q3519wj,m1zkyy01,xd1j6xrd,o9x6jo69,15.99,2021-08-15,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,677.53,2021-10-26,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,1075.005,2021-09-05,False
8q3519wj,m1zkyy01,02q4qwyd,None,6101,2021-10-30,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,1010.86,2021-09-08,False
8q3519wj,m1zkyy01,xd1j6xrd,69z7166w,711.14,2021-09-11,False
8q3519wj,m1zkyy01,02q4qwyd,None,5765,2021-10-30,False
