user,game_id,category_id,level_id,time,date,emulated
j2wom5nj,om1m3625,w20p0zkn,None,322,2022-03-13,True
j2wom5nj,9dokjk1p,zd3jye2n,None,207.3,2021-02-28,True
j2wom5nj,9dokjk1p,zd3jye2n,None,206.3,2021-03-01,True
j2wom5nj,9dokjk1p,zd3jye2n,None,206.3,2021-03-01,True
