user,game_id,category_id,level_id,time,date,emulated
8l3g3w28,2687k7dp,jdr905ld,None,4675,2022-07-23,False
8l3g3w28,2687k7dp,q25xpngk,None,1762,2022-11-24,True
8l3g3w28,2687k7dp,q25xpngk,None,1743,2023-01-29,True
8l3g3w28,2687k7dp,q25xpngk,None,1730,2023-02-16,True
