user,game_id,category_id,level_id,time,date,emulated
jo2v7q08,369p3p81,5dw44w5k,5wkq6oxw,43.77,2021-11-16,False
jo2v7q08,369p3p81,zd3wqlnk,5wkq6oxw,43.77,2021-11-17,False
