user,game_id,category_id,level_id,time,date,emulated
8q3n3edj,pdv94r1w,vdorj1dp,z98q0r9l,303,2021-09-08,False
8q3n3edj,pdv94r1w,z27myzg2,None,13897,2021-09-12,False
