user,game_id,category_id,level_id,time,date,emulated
jpmgpnkj,w6j7vpx6,z27weg5k,None,472.2,2021-11-05,False
jpmgpnkj,w6j7vpx6,z27weg5k,None,397.9,2021-11-03,False
jpmgpnkj,w6j7vpx6,z27weg5k,None,485.38,2021-11-01,False
