algorithm,modularity,performance,coverage
louvain,0.7163238375976043,0.9645178401811523,0.7724944227468196
infomap,0.6818702300625111,0.8677814875768473,0.8119493770821247
clauset_newman_moore,0.6818858948427493,0.9107155323001732,0.8273294377291459
