Source,Target,Weight
3,7,149
3,1,2395
3,6,1325
3,2,4013
3,4,434
3,0,4293
3,14,210
3,35,32
3,18,267
3,10,687
3,53,10
3,63,17
3,19,81
3,32,11
3,52,8
3,23,18
3,64,9
3,13,123
3,5,479
3,12,187
3,9,149
3,72,9
3,25,26
3,45,5
3,17,35
3,15,54
3,85,1
3,37,10
3,41,29
3,29,4
3,31,15
3,59,12
3,8,248
3,33,29
3,92,2
3,77,3
3,21,14
3,27,55
3,11,37
3,30,33
3,42,23
3,75,4
3,34,5
3,81,7
3,51,19
3,62,10
3,38,58
3,24,51
3,43,22
3,26,55
3,39,19
3,22,77
3,16,27
3,73,5
3,20,61
3,54,3
3,61,9
3,99,2
3,65,3
3,80,9
3,68,4
3,48,3
3,36,7
3,66,6
3,56,5
3,79,4
3,84,4
3,46,14
3,28,14
3,57,4
3,76,4
3,82,6
3,74,8
3,70,4
3,83,4
3,104,3
3,67,5
3,47,8
3,69,2
3,71,9
3,55,6
3,40,8
3,91,4
3,78,6
3,95,4
3,96,1
3,98,1
3,86,1
3,60,1
3,58,3
3,50,2
3,90,1
3,89,1
3,94,1
3,102,1
7,0,722
7,1,57
7,9,3
7,4,95
7,29,2
7,13,8
7,102,1
7,2,13
7,18,9
7,5,6
7,44,3
7,15,8
7,21,6
7,3,49
7,14,3
7,6,4
7,12,2
7,8,5
7,20,2
7,11,2
7,10,2
7,60,1
7,17,3
7,31,1
1,2,2314
1,0,3958
1,3,2375
1,9,287
1,4,320
1,8,294
1,10,186
1,6,724
1,13,125
1,5,929
1,16,87
1,7,97
1,18,238
1,20,169
1,15,89
1,26,41
1,35,50
1,41,27
1,19,144
1,28,83
1,38,31
1,27,40
1,70,6
1,12,159
1,21,32
1,32,23
1,34,19
1,79,3
1,55,9
1,29,14
1,14,105
1,23,46
1,37,21
1,56,9
1,45,19
1,22,31
1,25,46
1,47,12
1,69,9
1,30,24
1,33,33
1,62,18
1,72,9
1,76,7
1,11,73
1,49,10
1,36,16
1,74,6
1,60,5
1,17,61
1,81,6
1,42,29
1,65,13
1,40,8
1,75,4
1,91,6
1,39,11
1,57,9
1,24,31
1,66,6
1,96,3
1,68,10
1,46,22
1,87,4
1,44,3
1,31,11
1,80,6
1,73,8
1,59,3
1,84,10
1,95,1
1,90,1
1,51,12
1,48,5
1,89,3
1,71,5
1,78,10
1,54,6
1,64,6
1,82,10
1,86,3
1,67,4
1,58,5
1,61,8
1,99,3
1,52,5
1,83,6
1,63,5
1,94,1
1,43,4
1,50,3
1,53,7
1,98,2
1,88,3
1,85,4
1,77,2
1,93,1
1,101,1
6,0,1588
6,2,1493
6,3,2116
6,15,37
6,5,562
6,1,1491
6,8,208
6,12,220
6,32,13
6,14,234
6,19,75
6,18,74
6,42,32
6,41,33
6,13,57
6,17,15
6,10,271
6,22,104
6,39,14
6,4,107
6,25,29
6,9,227
6,43,17
6,80,9
6,16,36
6,30,18
6,49,6
6,11,19
6,27,41
6,21,7
6,58,8
6,64,7
6,50,4
6,26,33
6,66,7
6,20,51
6,35,26
6,78,12
6,31,7
6,74,7
6,28,14
6,24,8
6,23,16
6,33,24
6,56,1
6,51,10
6,71,4
6,102,1
6,73,10
6,75,5
6,85,3
6,54,8
6,7,21
6,61,13
6,70,2
6,55,1
6,38,10
6,62,3
6,79,3
6,57,4
6,48,6
6,89,1
6,69,5
6,29,3
6,88,5
6,52,4
6,95,2
6,76,4
6,37,10
6,46,16
6,82,2
6,59,6
6,99,2
6,97,2
6,87,1
6,84,3
6,47,4
6,34,7
6,67,7
6,45,3
6,92,1
6,96,1
6,63,3
6,68,4
6,83,5
6,65,3
6,60,1
6,40,9
6,91,1
2,5,1720
2,3,6148
2,1,3737
2,20,142
2,6,1592
2,9,274
2,10,903
2,0,3837
2,12,358
2,42,36
2,14,176
2,27,64
2,11,36
2,34,11
2,8,232
2,19,234
2,64,9
2,31,19
2,18,216
2,32,30
2,4,274
2,79,3
2,25,82
2,33,63
2,22,219
2,54,15
2,48,18
2,7,47
2,30,61
2,46,36
2,83,18
2,58,13
2,40,44
2,43,35
2,23,47
2,28,51
2,51,16
2,37,10
2,96,2
2,72,15
2,53,9
2,102,2
2,38,100
2,13,61
2,99,1
2,78,8
2,16,59
2,47,15
2,21,10
2,50,19
2,87,9
2,74,11
2,71,5
2,15,70
2,66,9
2,17,30
2,95,2
2,81,9
2,35,30
2,67,6
2,52,6
2,85,9
2,57,14
2,26,50
2,88,5
2,76,8
2,91,3
2,75,16
2,24,45
2,45,10
2,41,24
2,63,13
2,36,4
2,62,17
2,92,4
2,56,8
2,82,8
2,59,9
2,73,11
2,55,10
2,49,11
2,70,18
2,84,5
2,80,8
2,69,4
2,77,5
2,29,4
2,68,4
2,39,8
2,105,1
2,94,4
2,104,4
2,61,8
2,65,4
2,89,7
2,98,2
2,86,2
2,60,2
2,101,1
5,2,1478
5,6,519
5,1,1241
5,25,28
5,3,725
5,12,99
5,8,190
5,26,11
5,19,98
5,14,84
5,9,246
5,28,51
5,0,965
5,13,75
5,4,64
5,16,64
5,50,9
5,89,1
5,73,5
5,40,23
5,35,27
5,97,1
5,10,105
5,34,7
5,15,37
5,7,10
5,22,68
5,58,8
5,20,146
5,18,51
5,46,9
5,30,31
5,17,17
5,11,26
5,63,9
5,33,17
5,38,15
5,24,17
5,31,26
5,47,11
5,23,12
5,43,6
5,65,7
5,70,10
5,68,10
5,61,3
5,93,1
5,36,9
5,49,6
5,41,10
5,21,12
5,27,12
5,59,2
5,56,3
5,32,8
5,74,4
5,51,10
5,52,3
5,39,5
5,64,4
5,99,2
5,57,3
5,37,14
5,69,10
5,98,3
5,80,4
5,82,4
5,48,4
5,83,1
5,42,13
5,72,3
5,79,2
5,76,8
5,54,12
5,85,4
5,45,3
5,60,3
5,81,3
5,96,2
5,88,1
5,71,5
5,53,3
5,62,2
5,75,3
5,78,2
5,92,3
5,95,1
5,91,1
5,102,1
8,0,400
8,1,239
8,5,128
8,2,79
8,3,151
8,4,37
8,32,3
8,9,55
8,13,20
8,14,18
8,16,14
8,12,17
8,20,6
8,19,13
8,11,24
8,102,1
8,71,1
8,6,73
8,64,2
8,33,3
8,28,21
8,53,1
8,21,9
8,7,15
8,82,3
8,76,6
8,10,16
8,15,11
8,49,1
8,34,2
8,67,4
8,70,6
8,22,5
8,25,3
8,35,2
8,38,1
8,54,5
8,18,4
8,29,1
8,17,5
8,59,1
8,58,1
8,30,1
8,23,4
8,37,2
8,52,2
8,72,1
8,50,1
8,48,1
8,26,1
8,43,2
8,84,1
8,69,1
8,46,1
8,47,2
8,89,1
8,60,1
8,42,2
0,1,4070
0,6,913
0,7,1141
0,9,434
0,3,4955
0,18,354
0,76,10
0,4,3708
0,37,26
0,2,2385
0,17,133
0,47,17
0,11,87
0,34,24
0,22,105
0,27,106
0,10,371
0,5,652
0,80,14
0,8,489
0,12,365
0,49,6
0,14,290
0,43,53
0,41,51
0,23,79
0,53,25
0,26,108
0,40,28
0,59,22
0,74,9
0,13,523
0,31,74
0,25,36
0,20,56
0,28,47
0,19,152
0,46,23
0,68,21
0,15,140
0,35,47
0,52,19
0,33,35
0,84,14
0,39,22
0,93,12
0,88,2
0,77,8
0,16,116
0,32,31
0,48,11
0,50,12
0,61,7
0,71,11
0,63,9
0,94,7
0,78,12
0,54,13
0,21,69
0,30,88
0,64,9
0,66,17
