HEADER
game=Super Mario Odyssey,number=3776
DATA
user_id,game_id,game_name,category_id,category_name,position
v8l2p52x,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,1
v8l2p52x,m1mxxw46,Super Mario Odyssey Category Extensions,7kj3wl42,Festival%,1
v8l2p52x,kdkmo0x1,Super Mario Odyssey Online Multiplayer,7dg1megd,World Peace,1
v8l2p52x,m1mxxw46,Super Mario Odyssey Category Extensions,xd1g8zrd,124 Moons,2
v8l2p52x,76r55vd8,Super Mario Odyssey,vdooo3yd,World Peace,1
v8l2p52x,76r55vd8,Super Mario Odyssey,wk6719ed,All Moons,12
v8l2p52x,76r55vd8,Super Mario Odyssey,vdooqjod,Darker Side,1
v8l2p52x,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,1
v8l2p52x,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,2
v8l2p52x,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,1
v8l2p52x,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,17
v8l2p52x,o1ymwk1q,Super Mario 64 Category Extensions,7kjrxx42,16 Star No LBLJ,467
v8l2p52x,m1mxxw46,Super Mario Odyssey Category Extensions,7kjp3wzk,Nipple%,2
v8l2p52x,m1mxxw46,Super Mario Odyssey Category Extensions,xd1gxz7d,Minimum Captures,1
v8l2p52x,m1mxxw46,Super Mario Odyssey Category Extensions,jdz8olgd,Koopa Freerunning RTA,8
v8l2p52x,o1y9wo6q,Super Mario 64,n2y55mko,16 Star,2001
8ge2d27j,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,2
8ge2d27j,m1mxxw46,Super Mario Odyssey Category Extensions,vdomwx62,All Purple Coins,2
8ge2d27j,m1mxxw46,Super Mario Odyssey Category Extensions,vdomwx62,All Purple Coins,2
8ge2d27j,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,19
8ge2d27j,m1mxxw46,Super Mario Odyssey Category Extensions,vdomwx62,All Purple Coins,2
8ge2d27j,m1mxxw46,Super Mario Odyssey Category Extensions,wdmvl7ed,All Signs,5
8ge2d27j,w6jl725d,Granny,xk9g1lgd,v1.1,6
864ez4pj,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,3
864ez4pj,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,9
68w2g448,9d3kxw1l,Multiple Mario Games,7dg6xxpk,3D Mario 540,11
68w2g448,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,1
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,7dg9loxk,All Sub Areas,6
68w2g448,76r55vd8,Super Mario Odyssey,vdooo3yd,World Peace,11
68w2g448,76r55vd8,Super Mario Odyssey,vdooqjod,Darker Side,3
68w2g448,9d3kxw1l,Multiple Mario Games,7dg6xxpk,3D Mario 540,21
68w2g448,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,115
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,02q3xryk,Dark Side Extras,5
68w2g448,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,29
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,wk6v89ed,Darker Side Dupes,4
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,02q3xryk,Dark Side Extras,5
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,xd1g8zrd,124 Moons,27
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,xd1gxz7d,Minimum Captures,24
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,wk6oz5rk,All Music,14
68w2g448,nd2ey3qd,Phineas and Ferb,9kv73xek,Any%,1
68w2g448,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,73
68w2g448,3dxgzv6y,Madagascar: Escape 2 Africa (DS),9d8j163k,Fly Another Day Mission 2,2
68w2g448,3dxgzv6y,Madagascar: Escape 2 Africa (DS),824m56g2,Fly Another Day Mission 1,2
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,7dgrvqpk,Star%,22
68w2g448,m1mxxw46,Super Mario Odyssey Category Extensions,7kj3wl42,Festival%,132
j2y5om78,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,4
j2y5om78,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,2
j2y5om78,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,4
1xy176zx,76r55vd8,Super Mario Odyssey,vdooqjod,Darker Side,2
1xy176zx,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,1
1xy176zx,m1mxxw46,Super Mario Odyssey Category Extensions,02qmrqzd,All Death Animations,2
1xy176zx,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,5
1xy176zx,76r55vd8,Super Mario Odyssey,n2y5jwek,100%,21
1xy176zx,76r55vd8,Super Mario Odyssey,wk6719ed,All Moons,40
1xy176zx,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,20
1xy176zx,o1y9wo6q,Super Mario 64,n2y55mko,16 Star,831
1xy176zx,76r55vd8,Super Mario Odyssey,vdooo3yd,World Peace,6
1xy176zx,m1mxxw46,Super Mario Odyssey Category Extensions,7dgrvqpk,Star%,2
48gkep2j,o1y9wo6q,Super Mario 64,n2y55mko,16 Star,403
48gkep2j,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,6
48gkep2j,m1mxxw46,Super Mario Odyssey Category Extensions,7kjp3wzk,Nipple%,3
48gkep2j,9d3kxw1l,Multiple Mario Games,7dg6xxpk,3D Mario 540,4
48gkep2j,76r55vd8,Super Mario Odyssey,vdooo3yd,World Peace,4
48gkep2j,m1mxxw46,Super Mario Odyssey Category Extensions,7kj3wl42,Festival%,2
48gkep2j,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,2
48gkep2j,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,3
48gkep2j,kdkmo0x1,Super Mario Odyssey Online Multiplayer,wkpg5ejk,Any%,6
48gkep2j,76r55vd8,Super Mario Odyssey,vdooqjod,Darker Side,7
48gkep2j,76r55vd8,Super Mario Odyssey,wdmw4e42,Dark Side,3
48gkep2j,m1mxxw46,Super Mario Odyssey Category Extensions,w20w3rjd,All Story Moons,2
48gkep2j,9d3kxw1l,Multiple Mario Games,7dg6xxpk,3D Mario 540,4
7j4qvlwx,76r55vd8,Super Mario Odyssey,wk6719ed,All Moons,26
7j4qvlwx,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,7
7j4qvlwx,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,17
7j4qvlwx,76r55vd8,Super Mario Odyssey,w20w1lzd,Any%,6
