user_id,game_id,game_name,category_id,category_name,level_id,level_name,position
8vk4w7vj,3dx24841,Genshin Impact,w20qm9od,None,None,Katheryne to Katheryne,2
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,w205mwvd,None,None,Iyo’s Bubble Pockets,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,wdm7owxd,None,None,Hagane’s Bubble Pockets,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,xd1qk15w,Iyo 2,Normal,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,owopoxk9,Iyo 1,Normal,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,ewp615jd,Iyo 3,Normal,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,y9mo7zxw,Iyo 4,Normal,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,5wk75lpd,Iyo 5,Normal,1
8vk4w7vj,ldej4wn1,Game & Bocchi,n2ymp5e2,None,None,Arcade Mode,1
8vk4w7vj,j1lq5gv6,Rescue! DROPKICK ON MY DEVIL!!,q259vz8k,None,None,Challenge Mode,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,yd4kpjg6,RTA-chan Taikichu,7dg7p9xd,None,None,Score 100000,1
8vk4w7vj,yd4kpjg6,RTA-chan Taikichu,mke7mrx2,None,None,Perfect 5,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,q259wqvk,5d7mnr6d,Chapter 26,Demonic,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,q259wqvk,kwjqxr79,Final Chapter,Demonic,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,3
8vk4w7vj,k6qwnx96,Made in Abyss: Binary Star Falling into Darkness,jdzo31v2,None,None,Hello Abyss,1
8vk4w7vj,9d389y91,Mattel Auto Race,vdopjgy2,None,None,Beat The Game,1
8vk4w7vj,3dx24841,Genshin Impact,7kjlojg2,None,None,Elite Enemies Co-Op,1
8vk4w7vj,3dxkx0g1,Stray,7dg1pg4d,nwlv06p9,Midtown,Any%,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,w20qm9od,None,None,Katheryne to Katheryne,2
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,7dgy0npd,None,None,Elite Enemies,1
8vk4w7vj,3dx24841,Genshin Impact,w20n3v5d,r9g50x2d,Ruin Serpent,4 Characters,3
8vk4w7vj,3dx24841,Genshin Impact,w20n3v5d,owon56od,Magatsu Mitake Narukami no Mikoto (Raiden Shogun),4 Characters,2
8vk4w7vj,3698oo3d,Bey Ultimate Shooter,wdmrlgxk,None,None,Beat King,1
8vk4w7vj,pd0q4pv1,Family Tennis,jdrnqlnk,None,None,Tournament Mode,1
8vk4w7vj,y655o806,Kouchuu Ouja Mushiking Super Collection,02qr8ezk,None,None,Mushiking History,1
8vk4w7vj,yd4k8gg6,Asatsugutori,jdrrz3xd,None,None,Any％,1
8vk4w7vj,pdv20746,ChouShougi,5dw1l00k,None,None,intermediate level,1
8vk4w7vj,pdv20746,ChouShougi,wk6w5mp2,None,None,advanced level,1
8vk4w7vj,pdv20746,ChouShougi,mkex6nnd,None,None,Elementary level,1
8vk4w7vj,m1zjxk36,World Court Tennis,n2yvjwz2,None,None,Quest Mode Japanese,1
8vk4w7vj,ldejj3j1,Smash Tennis,z27my402,None,None,Story Mode,1
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,5d75x4gw,Signora,1 Character,3
8vk4w7vj,yd4kk756,Scarlet Nexus,q25xl4gk,None,None,NG+ Kasane,2
8vk4w7vj,3dx24841,Genshin Impact,zdn89eqd,None,None,Prologue Any%,2
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,495g8j3w,Maguu Kenki,1 Character,4
8vk4w7vj,kdkz0kld,Hot Shots Tennis,xd1l8ork,None,None,Any%,3
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,o9xqo70w,Azhdaha,1 Character,5
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,rdqro7kw,Childe,1 Character,5
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,kwjj6znw,Andrius,1 Character,3
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,495gz50w,Dvalin,1 Character,3
8vk4w7vj,3dx24841,Genshin Impact,wk68y3r2,None,None,Adventure Ranks,44
8vk4w7vj,3dx24841,Genshin Impact,ndxn47rk,5d75336w,Primo Geovishap,1 Character,4
user_id,game_id,game_name,category_id,category_name,level_id,level_name,position
8vk4w7vj,3dx24841,Genshin Impact,w20qm9od,None,None,Katheryne to Katheryne,2
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,w205mwvd,None,None,Iyo’s Bubble Pockets,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,wdm7owxd,None,None,Hagane’s Bubble Pockets,1
8vk4w7vj,76r3k3q6,SAMURAI MAIDEN,z279y6zd,xd1qk15w,Iyo 2,Normal,1
