HEADER
game=Dark Souls III,number=80
DATA
kj9q4or8,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),7
kj9q4or8,k6qg0xdg,Dark Souls III,z27rlyod,All Bosses (with DLC1),5
kj9q4or8,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,7
kj9q4or8,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,34
8qzp1vd8,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,9
8qzp1vd8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,6
8qzp1vd8,76rqmld8,Hollow Knight,z271r7z2,106% TE,7
8qzp1vd8,76rqmld8,Hollow Knight,02q8o4p2,Any%,18
8qzp1vd8,9d3reryd,Hollow Knight Category Extensions,w20ym0ok,Level,6
8qzp1vd8,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),4
8qzp1vd8,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),9
8qzp1vd8,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,5
8qzp1vd8,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,6
98rqw7dx,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),3
98rqw7dx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,7
98rqw7dx,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,8
98rqw7dx,m1mp9312,Home Alone (NES),824p76g2,Any%,1
98rqw7dx,w6jve26j,Dark Souls,mke7jn26,All Bosses,13
98rqw7dx,w6jve26j,Dark Souls,9d86vww2,Any%,16
98rqw7dx,w6jve26j,Dark Souls,7dg75ld4,Any% No Wrong Warp,21
98rqw7dx,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,6
98rqw7dx,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),2
98rqw7dx,76rqmld8,Hollow Knight,wkpq608d,Level,198
qjoq7o78,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,4
qjoq7o78,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),7
qjoq7o78,k6qg0xdg,Dark Souls III,n2y143z2,Any%,8
qjoq7o78,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,4
qjoq7o78,76rqmld8,Hollow Knight,02q8o4p2,Any%,157
qjoq7o78,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,6
qjoq7o78,9d3kqg1l,Bloodborne,wk6l0pk1,Any% Current Patch,17
qjoq7o78,9d3kqg1l,Bloodborne,wk6l0pk1,Any% Current Patch,6
qjoq7o78,9d3kqg1l,Bloodborne,xd1rqzrk,All Bosses,23
qjoq7o78,9d3kqg1l,Bloodborne,xd1rqzrk,All Bosses,12
qjoq7o78,w6jve26j,Dark Souls,7dg75ld4,Any% No Wrong Warp,30
jml4w0z8,nd28z0ed,Elden Ring,w20e4yvd,Any% Glitchless,13
jml4w0z8,nd28z0ed,Elden Ring,9kvnee8d,Any% Unrestricted,1
jml4w0z8,nd28z0ed,Elden Ring,02qr00pk,Any%,20
jml4w0z8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,9
jn390owx,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,7
jn390owx,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),5
jn390owx,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,12
jn390owx,76rqmld8,Hollow Knight,n2y577zk,All Skills,127
jn390owx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,10
jn390owx,k6qg0xdg,Dark Souls III,z27rlyod,All Bosses (with DLC1),4
jn390owx,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,9
j9ry01oj,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,65
j9ry01oj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,11
1xyl5pwj,w6j7vmx6,The Dark Pictures Anthology: House of Ashes,824nolmk,Solo,3
1xyl5pwj,ldej39j1,Resident Evil Village,z27m9lz2,Any% NG+,3
1xyl5pwj,ldej39j1,Resident Evil Village,q25x93vk,Glitchless NG+,7
1xyl5pwj,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,14
1xyl5pwj,kdkzen2d,Monopoly® Plus,7kjqwjxd,Classic Rules,1
1xyl5pwj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,12
1xyl5pwj,k6qg0xdg,Dark Souls III,wkpq7lvd,Boss Rush Mod,4
1xyl5pwj,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,12
1xyl5pwj,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),3
1xyl5pwj,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,29
1xyl5pwj,pdv2p46w,Resident Evil 6,ndxe9wok,All Campaigns,1
1xyl5pwj,j1lyxedg,Until Dawn,824xg5nd,100%,2
1xyl5pwj,k6qnqx6g,Call of Juarez: The Cartel,9kvx8lo2,Any% Co-op,1
zxz1q69j,j1lq8v6g,Resident Evil 3: Nemesis,jdrp8w52,PC (TWN/CHN),19
zxz1q69j,76rqmld8,Hollow Knight,02q8o4p2,Any%,81
zxz1q69j,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,14
zxz1q69j,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,15
zxz1q69j,k6qg0xdg,Dark Souls III,n2y143z2,Any%,13
zxz1q69j,9d3kqg1l,Bloodborne,wk6l0pk1,Any% Current Patch,19
zxz1q69j,9d3kqg1l,Bloodborne,wk6l0pk1,Any% Current Patch,10
zxz1q69j,9d3kqg1l,Bloodborne,xd1rqzrk,All Bosses,24
zxz1q69j,9d3kqg1l,Bloodborne,xd1rqzrk,All Bosses,13
zxz1q69j,j1lq8v6g,Resident Evil 3: Nemesis,jdrp8w52,PC (TWN/CHN),54
zxz1q69j,m1zkl3x1,Resident Evil HD Remaster (Steam),n2ynv7zk,New Game+,16
zxz1q69j,m1zklz10,Resident Evil,mke5yl9k,PC,54
zxz1q69j,m1zklz10,Resident Evil,mke5yl9k,PC,13
zxz1q69j,m1zkl3x1,Resident Evil HD Remaster (Steam),5dwn17ed,Best Ending,8
zxz1q69j,m1zkl3x1,Resident Evil HD Remaster (Steam),mkeyxq82,Any%,9
zxz1q69j,m1zkl3x1,Resident Evil HD Remaster (Steam),mkeyxq82,Any%,26
18v00gex,k6qg0xdg,Dark Souls III,n2y143z2,Any%,13
18v00gex,w6jve26j,Dark Souls,7dg95vgk,NG+ Any% Force Quit,1
18v00gex,y65lw01e,Dark Souls II: Scholar of the First Sin,xd1pq8d8,Any%,2
18v00gex,y65lw01e,Dark Souls II: Scholar of the First Sin,xd1pq8d8,Any%,3
18v00gex,m1zky010,Dark Souls II,jdzv9gkv,Any% Current Patch,2
18v00gex,w6jve26j,Dark Souls,ndx1pwo2,SL1 Any%,6
18v00gex,pd0w3vv1,Superliminal,wdmx8y4k,Any%,2
18v00gex,pd0w3vv1,Superliminal,wdmx87ek,Any%,8
18v00gex,4pd0n31e,Portal,lvdowokp,Out of Bounds,87
18v00gex,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,22
18v00gex,ldevmn13,You Have 293 Keys,wk61nvrd,OoB,1
18v00gex,ldevmn13,You Have 293 Keys,n2yjo7m2,Open the Door%,1
18v00gex,w6jve26j,Dark Souls,9d86vww2,Any%,66
18v00gex,w6jve26j,Dark Souls,xk9zng20,Any% Force Quit,4
j4rgr5m8,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,5
j4rgr5m8,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,3
j4rgr5m8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,15
j4rgr5m8,m1zky010,Dark Souls II,xk9nr620,All Bosses,29
j4rgr5m8,76rqmld8,Hollow Knight,n2y577zk,All Skills,119
j4rgr5m8,m1zky010,Dark Souls II,5dw84ndg,Old Souls (CP),6
j9r3rvwj,k6qg0xdg,Dark Souls III,02qml3pd,All Bosses Glitchless,7
j9r3rvwj,k6qg0xdg,Dark Souls III,jdz6v9v2,Any% Glitchless,6
j9r3rvwj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,16
j9r3rvwj,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,64
qjn1rg18,m1mnog4d,Plushie from the Sky,n2ynj51k,Demo Any%,3
qjn1rg18,k6qg0xdg,Dark Souls III,jdz6v9v2,Any% Glitchless,8
qjn1rg18,pd0wjk31,Dark SASI,7dgxpvpk,Bingo,1
qjn1rg18,369pxvg1,Google Minesweeper,xk9v8vyd,Any%,166
qjn1rg18,pd0wjk31,Dark SASI,xd1vmjzd,Any%,1
qjn1rg18,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,39
qjn1rg18,k6qg0xdg,Dark Souls III,02qml3pd,All Bosses Glitchless,19
qjn1rg18,o1yw9rdq,Furi,w20zg1zd,Speedrun Mode,56
qjn1rg18,pd0wjk31,Dark SASI,q25m8q8d,drunk%,1
qjn1rg18,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,36
qjn1rg18,k6qg0xdg,Dark Souls III,n2y143z2,Any%,17
qjn1rg18,76rkwed8,NieR: Automata,xd1erv42,[A],49
qjn1rg18,k6qg0xdg,Dark Souls III,wkpq7lvd,Boss Rush Mod,11
qjn1rg18,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,22
xkmmey6j,k6qg0xdg,Dark Souls III,jdz6v9v2,Any% Glitchless,50
xkmmey6j,y65lw01e,Dark Souls II: Scholar of the First Sin,xd1pq8d8,Any%,34
xkmmey6j,y65lw01e,Dark Souls II: Scholar of the First Sin,zdnwmlqd,Old Souls,13
xkmmey6j,k6qg0xdg,Dark Souls III,n2y143z2,Any%,18
xkmmey6j,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),9
xkmmey6j,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,15
xkmmey6j,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,53
x7q6dgq8,kdkx7l6m,Octopath Traveler,xk9nvzg2,Single Story,26
x7q6dgq8,76rqmld8,Hollow Knight,02q8o4p2,Any%,177
x7q6dgq8,9dowgw71,ANIME STANDING,xk9vgmxd,Any%,3
x7q6dgq8,pd0wjk31,Dark SASI,xd1vmjzd,Any%,2
x7q6dgq8,lde39mx6,Blasphemous,7dgn85p2,Any%,3
x7q6dgq8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,19
x7q6dgq8,9d3rq4wd,Monster Hunter World: Iceborne (PC),xk9r8mvk,1 Player,2
x7q6dgq8,9d3rq4wd,Monster Hunter World: Iceborne (PC),xk9r8mvk,1 Player,1
x7q6dgq8,kdkzen2d,Monopoly® Plus,7kjqwjxd,Classic Rules,4
x7q6dgq8,9d3rq4wd,Monster Hunter World: Iceborne (PC),7kj31n32,History Books,4
y8d9wy9x,268wlo6p,Jazzpunk,wkp15gkr,Any%,1
y8d9wy9x,268wlo6p,Jazzpunk,5dw4lp0k,Glitched,1
y8d9wy9x,n268nk6p,Half-Life,7dg8xp24,WON,26
y8d9wy9x,268wlo6p,Jazzpunk,wkpqn68d,Arbitrary Agent,1
y8d9wy9x,268wlo6p,Jazzpunk,xd13o7zk,Glitchless,1
y8d9wy9x,pd0wjk31,Dark SASI,xd1vmjzd,Any%,3
y8d9wy9x,2685ok6p,Spelunky,q25mxywd,No Teleporter Any%,35
y8d9wy9x,3dx2mg41,Untitled Goose Game,7dgn84l2,Any%,64
y8d9wy9x,k6qg0xdg,Dark Souls III,n2y143z2,Any%,20
y8d9wy9x,268exn56,Street Boyz,xd17jr8d,Clear,61
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,2685ok6p,Spelunky,z27ngzk0,Any%,56
y8d9wy9x,2685ok6p,Spelunky,q25yovdo,Low%,21
y8d9wy9x,j1ll8mv1,Mario Cart 2,9d8gwvwk,Any%,7
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,2
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,3
y8d9wy9x,kdkrel6m,Duck Game,ndxe3vok,No Ragdoll%,2
y8d9wy9x,ldeoy563,Bunny Hop League,7dgg6vpd,Glitchless,1
y8d9wy9x,268wlo6p,Jazzpunk,wkpqn68d,Arbitrary Agent,1
y8d9wy9x,268wlo6p,Jazzpunk,wk6n5jp2,Glitchless,1
y8d9wy9x,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,62
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,2
y8d9wy9x,46w3j9l1,Plug Me,xk9g36xd,Flash Version,4
y8d9wy9x,kdkrel6m,Duck Game,5dwj8nlk,Any%,1
y8d9wy9x,o6glnjxd,MEANDERS,9kvml03k,Any%,5
y8d9wy9x,o1y938o6,Viaerium,xk9g766d,Any%,2
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,3
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,1
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,1
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,5
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,3
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,2
y8d9wy9x,kdkrel6m,Duck Game,wk6po3xd,All Platinum Medals,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,1
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,11
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,9
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,kdkrel6m,Duck Game,zd3001ed,Any%,4
y8d9wy9x,l3dx51yv,Super Mario Bros. 3,ndxjyj2q,Any% (No Wrong Warp),95
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,3
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,2
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,1
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,3
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,2
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,2
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,5
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,3
jprk0n58,9d3l59dl,World of Warcraft,9d8n0o6d,Dragonriding Races,2
jprk0n58,j1nrmwdp,DOOM,jdz5po6d,Any%,19
jprk0n58,k6qg0xdg,Dark Souls III,n2y143z2,Any%,21
jprk0n58,nd28z0ed,Elden Ring,02qr00pk,Any%,35
jprk0n58,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,50
jprk0n58,lde3yx63,BioShock Infinite,vdoorpod,Any% (HRH Mod),20
jprk0n58,76rqjqd8,The Legend of Zelda: Breath of the Wild,vdoq4xvk,Any%,260
jprk0n58,k6qg0xdg,Dark Souls III,jdz6v9v2,Any% Glitchless,35
jprk0n58,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,181
jprk0n58,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,25
jprk0n58,4d79wl31,Cyberpunk 2077,02qmxmyd,All Cyberpsychos,2
jprk0n58,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),51
jprk0n58,9d3rx7wd,Mortal Shell,n2ygvgz2,Any%,2
jprk0n58,lde3yn63,BioShock Infinite: Burial at Sea (DLCs),n2ym6y72,Episode 1,20
xy544pz8,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,11
xy544pz8,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,22
xy544pz8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,22
xy544pz8,k6qg0xdg,Dark Souls III,z27rlyod,All Bosses (with DLC1),7
xy544pz8,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),28
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,zd3xpg8d,All Bosses/Minibosses,1
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,2
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,zd3xpg8d,All Bosses/Minibosses,5
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,zdnxnen2,All Memories & Prayer Beads,1
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,zdnxnen2,All Memories & Prayer Beads,1
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,3
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,2
1xygz7wx,nd28z0ed,Elden Ring,w20e4yvd,Any% Glitchless,12
1xygz7wx,nd28z0ed,Elden Ring,mkey0882,Any% No Wrong Warp,13
1xygz7wx,nd28z0ed,Elden Ring,02qr00pk,Any%,14
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,wkpm0rwk,All Memories,3
1xygz7wx,k6qg0xdg,Dark Souls III,02qml3pd,All Bosses Glitchless,14
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,vdomxnv2,Immortal Severance,6
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,vdomxnv2,Immortal Severance,2
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,1
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,jdz6g8r2,All Achievements,3
1xygz7wx,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,40
1xygz7wx,k6qg0xdg,Dark Souls III,wkpq7lvd,Boss Rush Mod,6
1xygz7wx,o1y9zk26,Sekiro: Shadows Die Twice,vdomxnv2,Immortal Severance,4
1xygz7wx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,23
1xygz7wx,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,39
1xygz7wx,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),11
zx73yzrj,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,12
zx73yzrj,k6qg0xdg,Dark Souls III,02qml3pd,All Bosses Glitchless,9
zx73yzrj,k6qg0xdg,Dark Souls III,jdz6v9v2,Any% Glitchless,11
zx73yzrj,76rqmld8,Hollow Knight,02q8o4p2,Any%,71
zx73yzrj,k6qg0xdg,Dark Souls III,xk9r81gk,All Bosses (No DLC),16
zx73yzrj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,24
zx73yzrj,k6qg0xdg,Dark Souls III,jdzvw3xk,Any% Current Patch,27
zx73yzrj,9d3kqg1l,Bloodborne,xd1rqzrk,All Bosses,39
zx73yzrj,9d3kqg1l,Bloodborne,wk6l0pk1,Any% Current Patch,44
x7qv92q8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,25
x7qv92q8,268wpmk6,Surprising My Neighbors,zd3j83y2,100%,3
x7qv92q8,y65ky86e,Tom Clancy's Rainbow Six Siege,rklqyl62,Situations,2
x7qv92q8,yd4p2gde,Teria,vdoqqn9k,Any%,2
x7qv92q8,946wy7dr,Sonic Generations,mke4xw62,Modern,3
x7qv92q8,k6q474zd,Minecraft (Classic),9d83wxq2,Build Limit,10
x7qv92q8,k6q474zd,Minecraft (Classic),q25m6zyd,Meme Categories,23
x7qv92q8,k6q474zd,Minecraft (Classic),q25m6zyd,Meme Categories,1
x7qv92q8,y65wr06e,Find Out,wdmqn8o2,With No clip,1
x7qv92q8,y65wr06e,Find Out,vdo4r3v2,With only Fly, No Noclip,1
68wv1rlx,o1y9wo6q,Super Mario 64,n2y55mko,16 Star,879
68wv1rlx,268ek976,Neon Beats,n2yo6emd,Any%,11
68wv1rlx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,26
68wv1rlx,lde30le6,One More Roll,z27l1zod,Full Worlds,3
7j42mzdx,j1nrmwdp,DOOM,wkpv80jk,100%,1
7j42mzdx,o6gen512,Titanfall 2,wdmq1xe2,Any%,115
7j42mzdx,o1y94er6,DOOM Category Extensions,q25g0xjd,Railboostless,2
7j42mzdx,j1nrmwdp,DOOM,jdzlmmv2,Redguard,2
7j42mzdx,j1nrmwdp,DOOM,w20zwzvd,All Secrets,2
7j42mzdx,j1nrmwdp,DOOM,jdz5po6d,Any%,3
7j42mzdx,j1nrmwdp,DOOM,jdz5po6d,Any%,6
7j42mzdx,o1y94er6,DOOM Category Extensions,zd3wpork,Fistbump,4
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,wdmqwqx2,New Game +,2
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,j1nrmwdp,DOOM,vdo4o412,IL Runs,1
7j42mzdx,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,28
7j42mzdx,9d3r97ed,DOOM Eternal,9d849plk,Any% (Unrestricted),9
7j42mzdx,9d3r97ed,DOOM Eternal,w20e39zd,Individual Levels,9
7j42mzdx,9d3r97ed,DOOM Eternal,9d849plk,Any% (Unrestricted),5
7j42mzdx,9d3r97ed,DOOM Eternal,w20e39zd,Individual Levels,5
7j42mzdx,9d3r97ed,DOOM Eternal,jdrv6702,Any%,58
7j42mzdx,nd25mrd0,Unreal Tournament 3,rklxrynk,Any% (Casual),3
7j42mzdx,w6jve26j,Dark Souls,mke7jn26,All Bosses,81
7j42mzdx,k6q403zd,Code Vein,9kvopj82,Any%,17
7j42mzdx,o1y9zk26,Sekiro: Shadows Die Twice,vdomxnv2,Immortal Severance,62
7j42mzdx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,27
7j42mzdx,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,58
7j42mzdx,m1zky010,Dark Souls II,jdzv9gkv,Any% Current Patch,46
7j42mzdx,k6qg0xdg,Dark Souls III,wkpq7lvd,Boss Rush Mod,15
7j42mzdx,k6qg0xdg,Dark Souls III,z27rlyod,All Bosses (with DLC1),17
7j42mzdx,nd25mrd0,Unreal Tournament 3,rklee7w2,Chapter 5: Disposable Assets,1
7j42mzdx,pdv9no1w,Quake III Arena,zd3o6edn,Any% I can win,71
7j42mzdx,m1m7pp12,Banjo-Tooie,9kvn60dg,Any%,54
7j42mzdx,m1m7pp12,Banjo-Tooie,xd1w1828,Boss Rush,14
v81kwmrj,o1y9zk26,Sekiro: Shadows Die Twice,w20vw6zk,Shura,17
v81kwmrj,o1y9zk26,Sekiro: Shadows Die Twice,vdomxnv2,Immortal Severance,24
v81kwmrj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,28
v81kwmrj,k6qg0xdg,Dark Souls III,vdoqy06k,All Bosses (Soul Level 1),10
81qo9dlj,k6qg0xdg,Dark Souls III,n2y143z2,Any%,29
1xyv4gyx,nd28z0ed,Elden Ring,824833gk,All Remembrances,33
1xyv4gyx,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,34
1xyv4gyx,k6qg0xdg,Dark Souls III,xk9lx0gk,Any% No TearDrop,9
1xyv4gyx,m1zky010,Dark Souls II,xk9nr620,All Bosses,18
1xyv4gyx,m1zky010,Dark Souls II,jdzv9gkv,Any% Current Patch,16
1xyv4gyx,k6qg0xdg,Dark Souls III,n2y143z2,Any%,30
xk35z6k8,lde3woe6,Dark Souls Remastered,ndx1pm52,Any%,11
xk35z6k8,k6qg0xdg,Dark Souls III,n2y143z2,Any%,31
jnzzgvdj,m1zky010,Dark Souls II,vdo0q8yd,Any%,9
jnzzgvdj,k6qg0xdg,Dark Souls III,7kjz1ond,All Bosses,49
jnzzgvdj,m1zk73m1,Darker Than Space,7kjl8eg2,Any%,4
jnzzgvdj,y65lw01e,Dark Souls II: Scholar of the First Sin,xd1pq8d8,Any%,30
