user_id,game_id,game_name,category_id,category_name,level_id,level_name,position
0jm4ppnj,pdv22n46,Haiku, the Robot,7kjlv8g2,None,None,Any%,8
0jm4ppnj,o1y9oov6,Tetris Effect: Connected,zd373qn2,None,None,Journey (Normal),27
0jm4ppnj,o6gnp791,Haiku, the ~Baby~ Robot,q259rqwk,None,None,Any%,1
0jm4ppnj,o1y9oov6,Tetris Effect: Connected,9kvy4n0k,None,None,Journey (Expert),35
0jm4ppnj,46w2yl76,Undungeon,9kvlvv32,None,None,Alpha Pier,1
0jm4ppnj,yd4o9ow1,Spiritfarer,jdzom8x2,495e8229,Silver Dragon,w/ Dash,1
0jm4ppnj,yd4o9ow1,Spiritfarer,02q7nozd,495e8229,Silver Dragon,Dashless,1
0jm4ppnj,v1pxoxz6,GuraQuest,824l04ed,None,None,Any% Glitchless,8
0jm4ppnj,v1pxoxz6,GuraQuest,rkl9r1wk,None,None,100% Glitchless,4
0jm4ppnj,k6qw57m6,Press Ctrl,02q7zy7d,None,None,Single Level,1
0jm4ppnj,k6qw57m6,Press Ctrl,02q7zy7d,None,None,Single Level,1
0jm4ppnj,k6qw57m6,Press Ctrl,02q7zy7d,None,None,Single Level,1
0jm4ppnj,k6qw57m6,Press Ctrl,02q7zy7d,None,None,Single Level,1
0jm4ppnj,nd28zzqd,You Have to Burn the Rope (PICO-8),zd3q8nyk,None,None,Any%,3
0jm4ppnj,yd4o9ow1,Spiritfarer,02q7nozd,rdqe18md,Gold Dragon,Dashless,1
0jm4ppnj,v1poq468,You Have to Burn the Rope,mkezzxk6,None,None,Any%,22
0jm4ppnj,yd4o9ow1,Spiritfarer,jdzom8x2,rdqe18md,Gold Dragon,w/ Dash,1
0jm4ppnj,o6gneyx1,BOSSGAME: The Final Boss Is My Heart,8249n0gd,None,None,Act 2,1
0jm4ppnj,o6gneyx1,BOSSGAME: The Final Boss Is My Heart,9d8ny33d,None,None,Act 3,1
0jm4ppnj,o6gneyx1,BOSSGAME: The Final Boss Is My Heart,02q74vpd,None,None,Act 1,1
0jm4ppnj,o6gneyx1,BOSSGAME: The Final Boss Is My Heart,jdr8rlxk,None,None,All Bosses,1
0jm4ppnj,o1y9oov6,Tetris Effect: Connected,rklj70wd,None,None,Journey (Beginner),56
