game_name,game_id,category_name,category_id,date,user_id,run_id,time
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-03-10T00:00:00,qxk45kj0,0y61k00m,3650
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-03-17T00:00:00,v8l42vjm,pm3e6k4y,3100
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-03-24T00:00:00,zxzomn8q,8y85p9xy,2751
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-03-31T00:00:00,5j5q66jv,8yvwwj6m,2613
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-04-07T00:00:00,v8l42vjm,zxv966qy,2455.4
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-04-14T00:00:00,5j5q66jv,z0ewdqem,2420
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-04-21T00:00:00,5j5q66jv,z0ewdqem,2420
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-04-28T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-05-05T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-05-12T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-05-19T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-05-26T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-06-02T00:00:00,zxzomn8q,ydqq63wm,2394.5
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-06-09T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-06-16T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-06-23T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-06-30T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-07-07T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-07-14T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-07-21T00:00:00,o863p3w8,y67ld1jm,2389
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-07-28T00:00:00,qxk45kj0,yo494wdm,2375
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-08-04T00:00:00,qxk45kj0,yo494wdm,2375
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-08-11T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-08-18T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-08-25T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-09-01T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-09-08T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-09-15T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-09-22T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-09-29T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-10-06T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-10-13T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-10-20T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-10-27T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-11-03T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-11-10T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-11-17T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-11-24T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-12-01T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-12-08T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-12-15T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-12-22T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2017-12-29T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-01-05T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-01-12T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-01-19T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-01-26T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-02-02T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-02-09T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-02-16T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-02-23T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-03-02T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-03-09T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-03-16T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-03-23T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-03-30T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-04-06T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-04-13T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-04-20T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-04-27T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-05-04T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-05-11T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-05-18T00:00:00,98rlq5g8,mek9g03m,2301
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-05-25T00:00:00,v8l03548,ydqk43vm,2263.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-06-01T00:00:00,v8l03548,ydqk43vm,2263.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-06-08T00:00:00,v8l03548,ydqk43vm,2263.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-06-15T00:00:00,v8l03548,ydqk43vm,2263.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-06-22T00:00:00,v8l03548,ydqk43vm,2263.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-06-29T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-07-06T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-07-13T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-07-20T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-07-27T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-08-03T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-08-10T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-08-17T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-08-24T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-08-31T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-09-07T00:00:00,pj06vr3j,ywpp8x2z,2208.64
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-09-14T00:00:00,pj06vr3j,zq31qk9y,2200
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-09-21T00:00:00,pj06vr3j,zq31qk9y,2200
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-09-28T00:00:00,pj06vr3j,y6p96oqm,2081.2
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-10-05T00:00:00,pj06vr3j,y6p96oqm,2081.2
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-10-12T00:00:00,pj06vr3j,y438eq2z,2039.44
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-10-19T00:00:00,pj06vr3j,y438eq2z,2039.44
The Legend of Zelda: Breath of the Wild,76rqjqd8,Any%,vdoq4xvk,2018-10-26T00:00:00,pj06vr3j,z11pg27z,1995.19
