game_name,game_id,category_name,category_id,date,user_id,run_id,time
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-11-03T00:00:00,v816ekpx,y97v4dkm,4695
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-11-10T00:00:00,qjo2r086,zpqd1rxy,4243
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-11-17T00:00:00,dkjplk8q,y45xjenm,4128
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-11-24T00:00:00,qjo2r086,z0enwejm,4087
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-12-01T00:00:00,[us]nedeahS,zpqgedgy,4011
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-12-08T00:00:00,[us]nedeahS,yo4l8rdm,3972
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-12-15T00:00:00,[us]nedeahS,yw1vl3pz,3935
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-12-22T00:00:00,[us]nedeahS,y893xldm,3914
super mario odyssey,76r55vd8,Any%,w20w1lzd,2017-12-29T00:00:00,[us]nedeahS,y893xldm,3914
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-01-05T00:00:00,[us]nedeahS,y893xldm,3914
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-01-12T00:00:00,[us]nedeahS,y9786gnm,3888
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-01-19T00:00:00,[us]nedeahS,y9786gnm,3888
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-01-26T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-01-26T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-02T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-02T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-09T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-09T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-16T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-16T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-23T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-02-23T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-02T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-02T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-09T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-09T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-16T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-16T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-23T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-23T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-30T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-03-30T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-06T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-06T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-13T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-13T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-20T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-20T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-27T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-04-27T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-04T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-04T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-11T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-11T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-18T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-18T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-25T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-05-25T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-01T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-01T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-08T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-08T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-15T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-15T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-22T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-22T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-29T00:00:00,98rlq5g8,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-06-29T00:00:00,[us]nedeahS,y45427nm,3726
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-07-06T00:00:00,dx3rd37x,z033k7jz,3725
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-07-13T00:00:00,dx3rd37x,zn4r8d8m,3721
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-07-20T00:00:00,dx3rd37x,yj43xl3y,3717
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-07-27T00:00:00,kj95m2n8,y43w7dqz,3706
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-08-03T00:00:00,v8l4917j,y6p5gvpm,3702
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-08-10T00:00:00,dx3rd37x,z039wq8z,3694
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-08-17T00:00:00,dx3rd37x,z039wq8z,3694
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-08-24T00:00:00,dx3rd37x,mr84jd2y,3688
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-08-31T00:00:00,v8l4917j,ywp0xlnz,3681
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-09-07T00:00:00,v8l4917j,ywp0xlnz,3681
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-09-14T00:00:00,v8l4917j,ywp0xlnz,3681
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-09-21T00:00:00,v8l4917j,ywp0xlnz,3681
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-09-28T00:00:00,kj95m2n8,me84wd2m,3667
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-10-05T00:00:00,kj95m2n8,me84wd2m,3667
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-10-12T00:00:00,kj95m2n8,me84wd2m,3667
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-10-19T00:00:00,kjpkrn2x,zq37k5xy,3655
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-10-26T00:00:00,kjpkrn2x,zq37k5xy,3655
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-02T00:00:00,qjnvyp18,z11pn29z,3634
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-02T00:00:00,qj2dpg78,z11pn29z,3634
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-09T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-09T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-16T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-16T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-23T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-23T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-30T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-11-30T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-07T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-07T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-14T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-14T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-21T00:00:00,qjnvyp18,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-21T00:00:00,qj2dpg78,yo2d2pjz,3633
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-28T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2018-12-28T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-04T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-04T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-11T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-11T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-18T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-18T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-25T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-01-25T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-01T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-01T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-08T00:00:00,qjnvyp18,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-08T00:00:00,qj2dpg78,m7p3go0m,3601
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-15T00:00:00,qjnvyp18,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-15T00:00:00,qj2dpg78,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-22T00:00:00,qjnvyp18,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-02-22T00:00:00,qj2dpg78,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-01T00:00:00,qjnvyp18,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-01T00:00:00,qj2dpg78,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-08T00:00:00,qjnvyp18,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-08T00:00:00,qj2dpg78,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-15T00:00:00,qjnvyp18,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-15T00:00:00,qj2dpg78,z51l6v5m,3599
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-22T00:00:00,qjnvyp18,zq3n4pry,3587
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-22T00:00:00,qj2dpg78,zq3n4pry,3587
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-29T00:00:00,qjnvyp18,yvjeej6y,3573
super mario odyssey,76r55vd8,Any%,w20w1lzd,2019-03-29T00:00:00,qj2dpg78,yvjeej6y,3573
