game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-03-25T00:00:00,zx7p01qx,y6n17x1z,2241.82
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-04-01T00:00:00,jp4e9pyj,mke6wx3m,1411.633
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-04-08T00:00:00,jp4e9pyj,mke6wx3m,1411.633
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-04-15T00:00:00,jp4e9pyj,mke6wx3m,1411.633
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-04-22T00:00:00,jp4e9pyj,mke6wx3m,1411.633
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-04-29T00:00:00,jp4e9pyj,zgpkplvz,1355.8
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-05-06T00:00:00,jp4e9pyj,zgpkplvz,1355.8
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-05-13T00:00:00,jp4e9pyj,zgpkplvz,1355.8
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-05-20T00:00:00,jp4e9pyj,zgpkplvz,1355.8
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-05-27T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-06-03T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-06-10T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-06-17T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-06-24T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-07-01T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-07-08T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-07-15T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-07-22T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-07-29T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-08-05T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-08-12T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-08-19T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-08-26T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-09-02T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-09-09T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-09-16T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-09-23T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-09-30T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-10-07T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-10-14T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-10-21T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-10-28T00:00:00,jp4e9pyj,z0p7l74y,1337.833
The Closing Shift | 閉店事件,m1mnw4jd,Any%,wdmr3w4k,None,2022-11-04T00:00:00,jp4e9pyj,z0p7l74y,1337.833
