game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-10-29T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-11-05T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-11-12T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-11-19T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-11-26T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-12-03T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-12-10T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-12-17T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-12-24T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2020-12-31T00:00:00,86v56rpj,z53rjv5y,4528
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-01-07T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-01-14T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-01-21T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-01-28T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-02-04T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-02-11T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-02-18T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-02-25T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-03-04T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-03-11T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-03-18T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-03-25T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-04-01T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-04-08T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-04-15T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-04-22T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-04-29T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-05-06T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-05-13T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-05-20T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-05-27T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-06-03T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-06-10T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-06-17T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-06-24T00:00:00,x72mer68,zplvv3gm,2028
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-07-01T00:00:00,x72mer68,y4r052kz,1581
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-07-08T00:00:00,x72mer68,z5r6qdgy,1570
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-07-15T00:00:00,x72mer68,y8d4j8wz,1465
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-07-22T00:00:00,x72mer68,mr13eq4z,1409
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-07-29T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-08-05T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-08-12T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-08-19T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-08-26T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-09-02T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-09-09T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-09-16T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-09-23T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-09-30T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-10-07T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-10-14T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-10-21T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-10-28T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-11-04T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-11-11T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-11-18T00:00:00,x72mer68,yo6v625y,1371
Age of Empires III: Definitive Edition,j1ll0rz1,Blood, Ice & Steel,xd1vy3zd,None,2021-11-25T00:00:00,x72mer68,yo6v625y,1371
