game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-06-19T00:00:00,"e8eo627j,qj2qg5nj,j4veoomj",zq7jpd5m,1234.867
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-06-26T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-07-03T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-07-10T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-07-17T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-07-24T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-07-31T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-08-07T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-08-14T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-08-21T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-08-28T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-09-04T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-09-11T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-09-18T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-09-25T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-10-02T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-10-09T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-10-16T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-10-23T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-10-30T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-11-06T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-11-13T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-11-20T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-11-27T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-12-04T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-12-11T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-12-18T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$100,000,824qljgk,None,2022-12-25T00:00:00,"e8eo627j,qj2qg5nj,j2ymd578",yop0k65m,1004.1
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-07-03T00:00:00,j2ymd578,m33jlldm,349.983
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-07-10T00:00:00,j2ymd578,m33jlldm,349.983
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-07-17T00:00:00,j2ymd578,m33jlldm,349.983
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-07-24T00:00:00,j2ymd578,m33jlldm,349.983
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-07-31T00:00:00,j2ymd578,m33jlldm,349.983
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-08-07T00:00:00,"jopq917x,8ekqrzp8",me1krn2y,314.833
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-08-14T00:00:00,"jopq917x,8ekqrzp8",me1krn2y,314.833
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-08-21T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-08-28T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-09-04T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-09-11T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-09-18T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-09-25T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-10-02T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-10-09T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-10-16T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-10-23T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-10-30T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-11-06T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-11-13T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-11-20T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-11-27T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-12-04T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-12-11T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-12-18T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,$10,000,wk6r3rpk,None,2022-12-25T00:00:00,"8l3v1dl8,j0g4k59x",y6xr6e6y,287
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-06-19T00:00:00,e8eo627j,y602g86y,2593.3
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-06-26T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-07-03T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-07-10T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-07-17T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-07-24T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-07-31T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-08-07T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-08-14T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-08-21T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-08-28T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-09-04T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-09-11T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-09-18T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-09-25T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-10-02T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-10-09T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-10-16T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-10-23T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-10-30T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-11-06T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-11-13T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-11-20T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-11-27T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-12-04T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-12-11T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-12-18T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,Any%,824qjvwk,None,2022-12-25T00:00:00,"e8eo627j,81k3e03j,zxzky90x",y88w2dxy,2353.533
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-06-26T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-07-03T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-07-10T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-07-17T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-07-24T00:00:00,j2ymd578,mr7v9g2z,21.633
