game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-07-31T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-08-07T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-08-14T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-08-21T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-08-28T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-09-04T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-09-11T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-09-18T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-09-25T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-10-02T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-10-09T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-10-16T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-10-23T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-10-30T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-11-06T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-11-13T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-11-20T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-11-27T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-12-04T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-12-11T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-12-18T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,GrilledCheese%,z275w05k,None,2022-12-25T00:00:00,j2ymd578,mr7v9g2z,21.633
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-06-19T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-06-26T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-07-03T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-07-10T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-07-17T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-07-24T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-07-31T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-08-07T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-08-14T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-08-21T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-08-28T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-09-04T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-09-11T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-09-18T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-09-25T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-10-02T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-10-09T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-10-16T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-10-23T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-10-30T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-11-06T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-11-13T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-11-20T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-11-27T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-12-04T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-12-11T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-12-18T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Monster%,vdopxw12,None,2022-12-25T00:00:00,8gmy19r8,m33qep4m,157.6
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-06-19T00:00:00,j0v9973x,z1pl4kgz,5246.05
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-06-26T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-07-03T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-07-10T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-07-17T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-07-24T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-07-31T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-08-07T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-08-14T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-08-21T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-08-28T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-09-04T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-09-11T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-09-18T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-09-25T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-10-02T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-10-09T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-10-16T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-10-23T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-10-30T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-11-06T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-11-13T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-11-20T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-11-27T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-12-04T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-12-11T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-12-18T00:00:00,j0v9973x,yw3n2vpm,2847.367
raise a floppa,j1lqm776,Revolution,wkpg060k,None,2022-12-25T00:00:00,j0v9973x,yw3n2vpm,2847.367
