game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2021-12-08T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2021-12-15T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2021-12-22T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2021-12-29T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-01-05T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-01-12T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-01-19T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-01-26T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-02-02T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-02-09T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-02-16T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-02-23T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-03-02T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-03-09T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-03-16T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-03-23T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-03-30T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-04-06T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-04-13T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-04-20T00:00:00,0jmopoy8,z5x96ndy,277
Propnight,m1mnzexd,Castle (Deleted Map),5dwxqrg2,ldyzolkw,2022-04-27T00:00:00,0jmopoy8,z5x96ndy,277
