game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-10-28T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-11-04T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-11-11T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-11-18T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-11-25T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-12-02T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-12-09T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-12-16T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-12-23T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Minor Circuit,7kj9w4x2,None,2022-12-30T00:00:00,8rpr773j,zq95171y,506
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2021-12-03T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2021-12-10T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2021-12-17T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2021-12-24T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2021-12-31T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-01-07T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-01-14T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-01-21T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-01-28T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-02-04T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-02-11T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-02-18T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-02-25T00:00:00,xyo1ylmj,z0njjgom,20
Punch-Out!! The Definitively Difficult Remake | v 1.0.2,yd4k5356,Normal,ndxnqwrk,rw6x61rw,2022-03-04T00:00:00,xyo1ylmj,z0njjgom,20
