game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-08-20T00:00:00,jon3n1l8,y9x38ory,401
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-08-27T00:00:00,jon3n1l8,y9x38ory,401
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-09-03T00:00:00,jon3n1l8,y9x38ory,401
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-09-10T00:00:00,8v5ze6ej,m7x6o30y,359.95
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-09-17T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-09-24T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-10-01T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-10-08T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-10-15T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-10-22T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-10-29T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-11-05T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-11-12T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-11-19T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-11-26T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-12-03T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-12-10T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-12-17T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-12-24T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,Any%,9kvlwlj2,None,2022-12-31T00:00:00,j42wpyvx,z0ln92jz,353.967
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-09-03T00:00:00,jon3n1l8,zq9vd08y,430
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-09-10T00:00:00,jmzo9kzx,y4xqwdkz,396.067
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-09-17T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-09-24T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-10-01T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-10-08T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-10-15T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-10-22T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-10-29T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-11-05T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-11-12T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-11-19T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-11-26T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-12-03T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-12-10T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-12-17T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-12-24T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,wood carving figure,wkprpeg2,None,2022-12-31T00:00:00,j42wpyvx,zpdg29gz,377.3
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-09-03T00:00:00,jon3n1l8,yw6knj9m,514
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-09-10T00:00:00,jon3n1l8,yw6knj9m,514
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-09-17T00:00:00,8v5ze6ej,me1evp8y,439.75
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-09-24T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-10-01T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-10-08T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-10-15T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-10-22T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-10-29T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-11-05T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-11-12T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-11-19T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-11-26T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-12-03T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-12-10T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-12-17T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-12-24T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,All item,7dg7z37d,None,2022-12-31T00:00:00,j42wpyvx,yl1n55rm,430.933
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-09-03T00:00:00,jon3n1l8,m7x736wy,1392
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-09-10T00:00:00,jon3n1l8,m7x736wy,1392
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-09-17T00:00:00,8v5ze6ej,z1gqd7rz,1186.45
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-09-24T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-10-01T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-10-08T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-10-15T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-10-22T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-10-29T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-11-05T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-11-12T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-11-19T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-11-26T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-12-03T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-12-10T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-12-17T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-12-24T00:00:00,j42wpyvx,y9x6wwky,1184.133
廃村巡り | Haisonmeguri,9do89lk1,Full game,mke7e882,None,2022-12-31T00:00:00,j42wpyvx,y9x6wwky,1184.133
