game_name,game_id,category_name,category_id,level_id,date,user_id,run_id,time
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-05-19T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-05-26T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-06-02T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-06-09T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-06-16T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-06-23T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-06-30T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-07-07T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-07-14T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-07-21T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-07-28T00:00:00,j51lmrn8,z0ro508z,53640.397
Cook, Serve, Delicious! 3?!,9d38rny1,(Solo) Standard Mode Only,wk6033xk,None,2021-08-04T00:00:00,j51lmrn8,z0ro508z,53640.397
