community_num,num_games,num_games_zscore
0,6009,17.006633025850306
1,3628,10.188727276958396
2,1241,3.3536407491948577
3,1118,3.001434782326439
4,629,1.6012013042885795
5,611,1.549658967673689
6,432,1.0370990646700553
7,379,0.8853355179706554
8,318,0.7106642661090818
9,315,0.7020738766732668
10,298,0.653395003203648
11,284,0.6133065191698442
12,284,0.6133065191698442
13,272,0.5789449614265838
14,268,0.567491108845497
15,260,0.5445834036833235
16,253,0.5245391616664217
17,250,0.5159487722306065
18,243,0.4959045302137047
19,233,0.4672698987609877
20,221,0.43290834101772735
21,203,0.3813660044028368
22,198,0.36704868867647833
23,197,0.36418522553120664
24,194,0.35559483609539155
25,194,0.35559483609539155
26,188,0.3384140572237614
27,182,0.3212332783521312
28,175,0.3011890363352293
29,167,0.27828133117305576
30,167,0.27828133117305576
31,158,0.2525101628656105
32,154,0.2410563102845237
33,152,0.23532938399398032
34,149,0.22673899455816524
35,141,0.20383128939599165
36,137,0.19237743681490488
37,137,0.19237743681490488
38,129,0.1694697316527313
39,129,0.1694697316527313
40,127,0.1637428053621879
41,125,0.15801587907164452
42,118,0.13797163705474264
43,109,0.11220046874729739
44,108,0.10933700560202568
45,103,0.09501968987566721
46,102,0.09215622673039552
47,100,0.08642930043985211
48,97,0.07783891100403703
49,94,0.06924852156822194
50,93,0.06638505842295024
51,93,0.06638505842295024
52,93,0.06638505842295024
53,92,0.06352159527767855
54,87,0.04920427955132007
55,85,0.043477353260776674
56,85,0.043477353260776674
57,84,0.04061389011550498
58,83,0.03775042697023328
59,82,0.034886963824961585
60,82,0.034886963824961585
61,82,0.034886963824961585
62,82,0.034886963824961585
63,82,0.034886963824961585
64,81,0.03202350067968989
65,81,0.03202350067968989
66,79,0.0262965743891465
67,78,0.023433111243874802
68,73,0.009115795517516321
69,72,0.006252332372244625
70,72,0.006252332372244625
71,71,0.0033888692269729292
72,71,0.0033888692269729292
73,71,0.0033888692269729292
74,69,-0.002338057063570463
75,68,-0.005201520208842159
76,68,-0.005201520208842159
77,68,-0.005201520208842159
78,68,-0.005201520208842159
79,68,-0.005201520208842159
80,68,-0.005201520208842159
81,67,-0.008064983354113856
82,66,-0.010928446499385552
83,66,-0.010928446499385552
84,66,-0.010928446499385552
85,65,-0.013791909644657247
86,64,-0.016655372789928943
87,64,-0.016655372789928943
88,63,-0.01951883593520064
89,62,-0.022382299080472335
90,62,-0.022382299080472335
91,62,-0.022382299080472335
92,62,-0.022382299080472335
93,58,-0.03383615166155912
94,58,-0.03383615166155912
95,57,-0.036699614806830816
96,57,-0.036699614806830816
97,56,-0.03956307795210251
98,55,-0.04242654109737421
99,55,-0.04242654109737421
100,55,-0.04242654109737421
101,55,-0.04242654109737421
102,54,-0.045290004242645905
103,54,-0.045290004242645905
104,53,-0.0481534673879176
105,53,-0.0481534673879176
106,53,-0.0481534673879176
107,52,-0.0510169305331893
108,50,-0.05674385682373269
109,48,-0.062470783114276084
110,46,-0.06819770940481948
111,46,-0.06819770940481948
112,46,-0.06819770940481948
113,46,-0.06819770940481948
114,45,-0.07106117255009117
115,45,-0.07106117255009117
116,45,-0.07106117255009117
117,45,-0.07106117255009117
118,44,-0.07392463569536287
119,44,-0.07392463569536287
120,44,-0.07392463569536287
121,44,-0.07392463569536287
122,44,-0.07392463569536287
123,44,-0.07392463569536287
124,43,-0.07678809884063456
125,42,-0.07965156198590626
126,41,-0.08251502513117795
127,41,-0.08251502513117795
128,41,-0.08251502513117795
129,40,-0.08537848827644966
130,40,-0.08537848827644966
131,40,-0.08537848827644966
132,40,-0.08537848827644966
133,40,-0.08537848827644966
134,40,-0.08537848827644966
135,39,-0.08824195142172135
136,39,-0.08824195142172135
137,38,-0.09110541456699305
138,38,-0.09110541456699305
139,37,-0.09396887771226474
140,37,-0.09396887771226474
141,36,-0.09683234085753643
142,36,-0.09683234085753643
143,36,-0.09683234085753643
144,36,-0.09683234085753643
145,35,-0.09969580400280813
146,35,-0.09969580400280813
147,34,-0.10255926714807982
148,34,-0.10255926714807982
149,34,-0.10255926714807982
150,34,-0.10255926714807982
151,34,-0.10255926714807982
152,34,-0.10255926714807982
153,34,-0.10255926714807982
154,33,-0.10542273029335153
155,32,-0.10828619343862322
156,32,-0.10828619343862322
157,32,-0.10828619343862322
158,32,-0.10828619343862322
159,31,-0.11114965658389492
160,31,-0.11114965658389492
161,30,-0.11401311972916661
162,30,-0.11401311972916661
163,30,-0.11401311972916661
164,29,-0.1168765828744383
165,29,-0.1168765828744383
166,28,-0.11974004601971
167,28,-0.11974004601971
168,28,-0.11974004601971
169,28,-0.11974004601971
170,28,-0.11974004601971
171,27,-0.1226035091649817
172,27,-0.1226035091649817
173,26,-0.1254669723102534
174,26,-0.1254669723102534
175,26,-0.1254669723102534
176,26,-0.1254669723102534
177,26,-0.1254669723102534
178,25,-0.12833043545552508
179,25,-0.12833043545552508
180,25,-0.12833043545552508
181,24,-0.13119389860079678
182,24,-0.13119389860079678
183,24,-0.13119389860079678
184,24,-0.13119389860079678
185,23,-0.13405736174606847
186,23,-0.13405736174606847
187,23,-0.13405736174606847
188,23,-0.13405736174606847
189,23,-0.13405736174606847
190,23,-0.13405736174606847
191,22,-0.1369208248913402
192,22,-0.1369208248913402
193,21,-0.1397842880366119
194,21,-0.1397842880366119
195,21,-0.1397842880366119
196,21,-0.1397842880366119
197,21,-0.1397842880366119
198,21,-0.1397842880366119
199,21,-0.1397842880366119
200,21,-0.1397842880366119
201,21,-0.1397842880366119
