community_num,num_games,num_games_zscore
202,20,-0.14264775118188358
203,20,-0.14264775118188358
204,20,-0.14264775118188358
205,20,-0.14264775118188358
206,20,-0.14264775118188358
207,19,-0.14551121432715527
208,19,-0.14551121432715527
209,19,-0.14551121432715527
210,19,-0.14551121432715527
211,19,-0.14551121432715527
212,18,-0.14837467747242697
213,18,-0.14837467747242697
214,18,-0.14837467747242697
215,18,-0.14837467747242697
216,18,-0.14837467747242697
217,17,-0.15123814061769866
218,17,-0.15123814061769866
219,17,-0.15123814061769866
220,17,-0.15123814061769866
221,17,-0.15123814061769866
222,17,-0.15123814061769866
223,16,-0.15410160376297036
224,16,-0.15410160376297036
225,16,-0.15410160376297036
226,16,-0.15410160376297036
227,16,-0.15410160376297036
228,16,-0.15410160376297036
229,16,-0.15410160376297036
230,16,-0.15410160376297036
231,15,-0.15696506690824205
232,15,-0.15696506690824205
233,15,-0.15696506690824205
234,15,-0.15696506690824205
235,15,-0.15696506690824205
236,14,-0.15982853005351375
237,14,-0.15982853005351375
238,14,-0.15982853005351375
239,14,-0.15982853005351375
240,14,-0.15982853005351375
241,14,-0.15982853005351375
242,14,-0.15982853005351375
243,13,-0.16269199319878544
244,13,-0.16269199319878544
245,12,-0.16555545634405713
246,12,-0.16555545634405713
247,12,-0.16555545634405713
248,12,-0.16555545634405713
249,12,-0.16555545634405713
250,12,-0.16555545634405713
251,12,-0.16555545634405713
252,11,-0.16841891948932883
253,11,-0.16841891948932883
254,11,-0.16841891948932883
255,11,-0.16841891948932883
256,11,-0.16841891948932883
257,11,-0.16841891948932883
258,10,-0.17128238263460052
259,10,-0.17128238263460052
260,10,-0.17128238263460052
261,10,-0.17128238263460052
262,9,-0.17414584577987224
263,9,-0.17414584577987224
264,9,-0.17414584577987224
265,9,-0.17414584577987224
266,9,-0.17414584577987224
267,8,-0.17700930892514394
268,8,-0.17700930892514394
269,8,-0.17700930892514394
270,8,-0.17700930892514394
271,8,-0.17700930892514394
272,8,-0.17700930892514394
273,8,-0.17700930892514394
274,8,-0.17700930892514394
275,8,-0.17700930892514394
276,8,-0.17700930892514394
277,8,-0.17700930892514394
278,8,-0.17700930892514394
279,8,-0.17700930892514394
280,7,-0.17987277207041563
281,7,-0.17987277207041563
282,7,-0.17987277207041563
283,7,-0.17987277207041563
284,7,-0.17987277207041563
285,7,-0.17987277207041563
286,6,-0.18273623521568733
287,6,-0.18273623521568733
288,6,-0.18273623521568733
289,6,-0.18273623521568733
290,6,-0.18273623521568733
291,6,-0.18273623521568733
292,6,-0.18273623521568733
293,6,-0.18273623521568733
294,6,-0.18273623521568733
295,5,-0.18559969836095902
296,5,-0.18559969836095902
297,5,-0.18559969836095902
298,5,-0.18559969836095902
299,5,-0.18559969836095902
300,5,-0.18559969836095902
301,5,-0.18559969836095902
302,5,-0.18559969836095902
303,5,-0.18559969836095902
304,5,-0.18559969836095902
305,5,-0.18559969836095902
306,4,-0.18846316150623071
307,4,-0.18846316150623071
308,4,-0.18846316150623071
309,4,-0.18846316150623071
310,4,-0.18846316150623071
311,4,-0.18846316150623071
312,4,-0.18846316150623071
313,4,-0.18846316150623071
314,4,-0.18846316150623071
315,4,-0.18846316150623071
316,4,-0.18846316150623071
317,4,-0.18846316150623071
318,4,-0.18846316150623071
319,4,-0.18846316150623071
320,4,-0.18846316150623071
321,4,-0.18846316150623071
322,4,-0.18846316150623071
323,4,-0.18846316150623071
324,4,-0.18846316150623071
325,4,-0.18846316150623071
326,4,-0.18846316150623071
327,3,-0.1913266246515024
328,3,-0.1913266246515024
329,3,-0.1913266246515024
330,3,-0.1913266246515024
331,3,-0.1913266246515024
332,3,-0.1913266246515024
333,3,-0.1913266246515024
334,3,-0.1913266246515024
335,3,-0.1913266246515024
336,3,-0.1913266246515024
337,3,-0.1913266246515024
338,3,-0.1913266246515024
339,3,-0.1913266246515024
340,3,-0.1913266246515024
341,3,-0.1913266246515024
342,3,-0.1913266246515024
343,3,-0.1913266246515024
344,3,-0.1913266246515024
345,3,-0.1913266246515024
346,3,-0.1913266246515024
347,3,-0.1913266246515024
348,3,-0.1913266246515024
349,3,-0.1913266246515024
350,3,-0.1913266246515024
351,3,-0.1913266246515024
352,3,-0.1913266246515024
353,3,-0.1913266246515024
354,3,-0.1913266246515024
355,3,-0.1913266246515024
356,3,-0.1913266246515024
357,3,-0.1913266246515024
358,3,-0.1913266246515024
359,3,-0.1913266246515024
360,3,-0.1913266246515024
361,3,-0.1913266246515024
362,3,-0.1913266246515024
363,3,-0.1913266246515024
364,3,-0.1913266246515024
365,2,-0.1941900877967741
366,2,-0.1941900877967741
367,2,-0.1941900877967741
368,2,-0.1941900877967741
369,2,-0.1941900877967741
370,2,-0.1941900877967741
371,2,-0.1941900877967741
372,2,-0.1941900877967741
373,2,-0.1941900877967741
374,2,-0.1941900877967741
375,2,-0.1941900877967741
376,2,-0.1941900877967741
377,2,-0.1941900877967741
378,2,-0.1941900877967741
379,2,-0.1941900877967741
380,2,-0.1941900877967741
381,2,-0.1941900877967741
382,2,-0.1941900877967741
383,2,-0.1941900877967741
384,2,-0.1941900877967741
385,2,-0.1941900877967741
386,2,-0.1941900877967741
387,2,-0.1941900877967741
388,2,-0.1941900877967741
389,2,-0.1941900877967741
390,2,-0.1941900877967741
391,2,-0.1941900877967741
392,2,-0.1941900877967741
393,2,-0.1941900877967741
394,2,-0.1941900877967741
395,2,-0.1941900877967741
396,2,-0.1941900877967741
397,2,-0.1941900877967741
398,2,-0.1941900877967741
399,2,-0.1941900877967741
400,2,-0.1941900877967741
401,2,-0.1941900877967741
402,2,-0.1941900877967741
403,2,-0.1941900877967741
404,2,-0.1941900877967741
405,2,-0.1941900877967741
406,2,-0.1941900877967741
407,2,-0.1941900877967741
408,2,-0.1941900877967741
409,2,-0.1941900877967741
410,2,-0.1941900877967741
411,2,-0.1941900877967741
412,2,-0.1941900877967741
413,2,-0.1941900877967741
414,2,-0.1941900877967741
415,2,-0.1941900877967741
416,2,-0.1941900877967741
417,2,-0.1941900877967741
418,2,-0.1941900877967741
419,2,-0.1941900877967741
420,2,-0.1941900877967741
421,2,-0.1941900877967741
422,2,-0.1941900877967741
423,2,-0.1941900877967741
424,2,-0.1941900877967741
425,2,-0.1941900877967741
426,2,-0.1941900877967741
427,2,-0.1941900877967741
428,2,-0.1941900877967741
429,2,-0.1941900877967741
430,2,-0.1941900877967741
431,2,-0.1941900877967741
432,2,-0.1941900877967741
433,2,-0.1941900877967741
434,2,-0.1941900877967741
435,2,-0.1941900877967741
