id,cluster_num
m1mxxw46,1
268w8jk6,0
w6jlp8xd,1
nd2e3ped,1
268e78o6,1
o6glll8d,1
j1ll22j1,1
46w38o31,1
j1n8rly1,1
3dx23r41,1
w6j0k2dj,2
kyd4pxde,1
pd0w42l1,1
pdvz22k6,1
o1ykxvdq,1
j1nrv9dp,1
kdkmv0e1,1
nd2epevd,1
k6qwo06g,2
4d7983l1,1
46w3pq91,1
46wkn36r,1
v1pozgp6,1
y65lp31e,1
9d38qy01,0
j1nermw1,1
pdv2mjr6,1
pd0q3vv1,1
o1y9z346,1
9dow9e1p,2
j1n8pq91,1
o6gljmxd,1
y65z836e,1
nd2er3ed,1
o1y98wk6,1
lde3e3e6,1
om1m5kd2,1
lde3x956,1
j1n8zjx1,1
lde39q56,1
4d7yqzd7,1
om1mpk12,2
k6qv5xdg,0
ldejrz51,1
268n5y6p,2
9dow271p,2
kdkz7zqd,1
kdkokl6m,1
j1llmxv1,1
pdv2ez46,1
kdkpol1m,2
268wx856,1
m1mnjo3d,1
9dowqqk1,1
268p89dp,1
ldejken1,1
kdk4e21m,2
v1po3446,1
pd0w9e01,2
j1nlwldp,1
yd4kv8g6,1
369pq8l1,1
nd2z5qd0,1
kdkzjmld,2
m1zjlkm6,2
pd0wg921,1
9do00kdp,1
4d7mnnd7,1
o6gnvxx1,1
369q7ldl,1
yd47mkde,2
yd4k0ww6,1
k6qwqrx6,1
j1nylx6p,0
268e4v76,1
9d3rqzwd,1
369pqg81,1
y659v81e,1
o1yj97o1,1
o6glygod,2
nd2v9r10,2
j1nep5w1,1
m1mx7046,1
9do4e76p,2
nd24q310,1
3dx2xmy1,1
ldeo0563,1
yd4kzjw6,0
36982xld,1
v1pxg786,1
76r3o7v6,1
3dx270g1,2
m1mxonx6,1
3dxk2pg1,1
y6547r4d,1
46w3xnl1,1
76rqjqd8,2
9d3r9q9d,0
yd487k6e,1
y6554l46,1
3695l8dl,0
4d7nvyz6,1
kdkmz9g1,1
yd4kyxp6,1
m1zelx10,0
m1mnnyxd,0
j1ne0my1,1
9doev31p,1
y655qj06,1
76rmg518,1
369ppl21,1
4pd04v6e,2
nd2p0510,1
pdvz4v6w,1
lde33gn6,1
lde384l6,1
w6j0ledj,1
pd0qn31e,1
w6j7xq76,1
k6q4w7od,1
268r4y1p,1
268wop76,1
m1zkv7z1,1
v1po9nz6,0
o6glxjnd,1
46wr4n1r,2
76r3vjl6,1
y65ng86e,0
pdvz8y46,1
k6qw9wm6,1
9dowv371,1
9d38oye1,1
369ly06l,1
o6gx78d2,1
9d38n2y1,1
pdv27x46,1
pdv2j9k6,1
76r59ed8,1
y654gqed,2
76rxwge6,2
o1y929v6,1
3dx2v8y1,1
k6q4eemd,1
k6qwwj96,1
kdkm9yg1,1
9d3r7vwd,1
3dx2zvp1,1
k6qokx1g,0
3dx0o4dy,1
9d3rgewd,1
9d3rpxgd,1
o6glg48d,1
m1zk2nz1,1
m1mx7446,1
y65r341e,2
pdvvo4dw,2
76r3ng46,1
4d7n4k36,1
l3dx51yv,2
3698kq0d,1
ldej08e1,1
nd2ek9rd,2
o6gnk3o1,1
kdkmp4q1,1
yo1yv1q5,2
4d7nxqn6,2
w6j792x6,1
o1y9xrr6,1
kdkmmg21,1
w6j7e0e6,1
m1mg3k12,1
w6jln7dj,2
pdv2je96,1
9dor97dp,1
v1py3p18,1
4d79j2g1,1
o6gmpx62,1
46w3y8q1,1
xv1p3768,2
4pdvgodw,2
9d3wqw1l,1
9dowpe1p,2
46wqlq6r,1
76rxmo46,1
k6q3291g,2
lde355j6,1
yd43op1e,1
nd22xvd0,2
v1po3xp6,1
om1mw4d2,2
j1n8w7y1,1
46w2v596,1
v1pqwpd8,1
46wpendr,1
o6g2lo12,1
v1p0x468,1
lde32n63,2
j1llnnj1,1
xldeeed3,2
lde3l8j6,1
w6j79546,1
m1mxzo36,1
w6j75026,1
yd4orkg1,1
k6qoom1g,2
4d7zpl67,1
369pge01,1
m1zoemd0,2
yd4kep6e,2
pdv2g0o6,1
yo1yyr1q,2
268e8jk6,1
46w3yl71,1
j1l9qz1g,2
kdkmg5q1,1
pdvznzr6,1
o6gwjn12,1
k6q4xkod,1
nd2el35d,1
4d72yr67,1
kdkm9eg1,1
4d79xln1,1
pd0ql9v1,2
lde3wnx6,1
j1n929dp,1
y658876e,1
o1yx446q,1
m1zjg926,1
v1p33z68,0
9d3rkgdl,2
v1px03m6,0
k6q4jxod,1
pd0qzx21,1
m1zkk731,1
kdkzv0ed,1
j1lq77j6,1
9d38q3y1,2
ldejw7l1,1
j1ne7ww1,1
9dowqvk1,1
v1p2e4d8,1
k6q5em6g,1
268wjky6,1
o6grxxd2,0
j1nqoy1p,2
369png1l,1
kyd4gde4,2
o6g5r912,1
m1mxx362,2
76rxzgq6,1
j1ll9e41,0
pdv27l46,1
pd0qx3w1,1
36987w3d,1
pdv23796,1
946w576r,2
nd2mne10,1
qw6jw41j,2
o1ywg2dq,1
kdkz2edm,2
v1poyk86,1
kdkmveq1,1
9d38lvg1,1
y654xyed,1
4d7pg3d7,1
j1ne5nl1,2
o1y994r6,1
w6j7gw46,1
o6gxkxd2,1
y6550n06,1
268eq9k6,1
vo6gmx62,2
j1lql8e6,1
j1llwqv1,1
o1y9glv6,1
nd2evpqd,1
j1ll7lz1,1
3dx22y51,1
j1n8r4w1,1
m1zljmd0,1
4d7ewn67,1
kdkz8l2d,0
268w49o6,1
w6jlqged,1
9dogpo6p,1
j1n27x1p,2
lde53nd3,1
9do5ym1p,1
268wplo6,1
ldeprl13,2
v1pejmd8,1
pd0qrpl1,1
46wpg3dr,1
o1y9rqv6,1
nd2ggq10,2
k6qerz6g,1
o6gnzy91,1
369p9wg1,1
y655ym36,1
9dow7pk1,2
4d7nk3n6,1
k6q4r70d,1
pd0wol1e,1
3698z38d,1
w6jler4d,1
76rxgye6,1
w6jl9g2d,1
kdkzoyld,2
pd00lwde,1
369p5kl1,1
lde3g3e6,1
9dowrko1,0
4d79pqn1,1
m1mxgxp6,0
o6g9j8d2,1
pd0wx2v1,1
k6qwmqo6,1
yd4o5pw1,1
y65rw31e,0
9do83me1,1
76r3xq46,1
946w031r,2
268gw5dp,1
v1po7r76,1
m1zkqjx1,1
j1lqnzv6,1
j1lqozv6,1
268ezok6,2
j1nl3xdp,1
76ryx418,2
ldeppj13,2
o1y9z26q,1
m1mywp12,1
369prj01,1
y654o37d,1
pdv2nq46,1
m1zovmd0,1
o6gnvqo1,1
nd2nw3d0,2
o6gyq862,1
268wp556,1
36989j8d,1
3698go0d,1
76rxmxq6,2
j1l7ojdg,1
76r3y856,1
369pxvg1,1
9d3000dl,1
v1po47m6,1
76rxpg56,1
v1poxkm6,1
w6jz571j,2
m1mxqnp6,1
nd2epx5d,1
v1pny4d8,1
pd0qwz01,1
pdvywrdw,1
m1zjlv06,1
w6jx45dj,1
268w8r76,1
4d79jgg1,1
yd4orqp1,1
y65ex46e,1
9doqne1p,1
pdv94r1w,1
4d79zg17,2
76rg9l18,2
pdvzxxk6,1
pdv2ge96,1
9d38w01l,1
lde5vjd3,0
4d7rjl17,1
y655346e,2
4d77gld7,1
369pky81,1
yd4kz2p6,1
o1y93pr6,1
nd2ervd0,2
o6glge8d,2
nd2egvd0,2
m1mk4kd2,1
4d79qrg1,1
pdv2jjk6,1
j1lkq46g,1
k6qyvzdg,0
m1mrpk62,1
268eymo6,1
v1pyjp18,1
pdvz8vk6,1
y654xeed,1
369nl3dl,1
9d3kxw1l,1
m1zjmz60,0
w6jlw85d,2
k6qw48z6,2
pd0zg01e,1
3dxkzr41,1
9d38e791,1
m1zr90d0,2
46w3j571,1
29d30dlp,2
pd02yv1e,1
w6jl20xd,1
yd4k8zg6,1
46w3p091,1
k6q44pmd,1
v1pgmm18,2
m1mnelpd,1
k6q9701g,2
3694e21l,2
pdv27nv6,2
9dowm871,1
76r3lrq6,1
yd4vewde,1
j1n8x2e1,1
46w2lj96,0
xldev513,2
76r4vq18,2
m1mkwpd2,1
3698my8d,1
yd4k8xx6,1
4pdv0o1w,2
76rm9518,1
nd2exped,2
kdkm2zg1,1
m1zk0331,1
w6jlpzxd,1
3dx24mg1,2
9d3wgy1l,1
3dxwny1y,0
9d3rjx0d,1
kdkmgrg1,1
4d7e7z67,1
ldej52l1,1
v1pknzd8,1
9doye36p,2
576rje18,2
j1lmkjdg,2
kdkz7ldm,2
o6gnyoo1,1
j1lqq2e6,1
yd4oog1e,2
o1yjol41,1
2680r51p,1
o1y9y826,1
369po01l,2
k6q4j2md,1
k6q44r9d,1
nj1nowdp,2
xv1pzd8r,2
kdkzvqxd,1
pd0wkw01,0
8nd2gv10,2
y654jw7d,1
j1n8q8w1,1
76r3omq6,1
2687xkdp,1
9j1l9v1g,2
3698e30d,1
9do8r331,1
o1y7kv1q,1
9d3rv59d,1
w6jl725d,1
y6550k06,2
268e4q56,1
46w7zqdr,1
m1zkjzx1,1
m1z8e310,1
kdkmz2e1,1
yd4kwgx6,1
pd0q7zv1,1
j1n8xgw1,1
9d3rl0wd,1
m1zm8360,2
kyd4g5de,2
nd2epned,1
9do8gxe1,1
268e0g56,1
o6gn8wx1,1
lde0vn63,1
ldegvn13,2
46wy8qdr,2
lde3zj63,2
lde372e6,1
268e9x56,2
o1yxvv6q,2
w6j74qe6,1
k6qwz8m6,1
y654k53d,1
n4d74gd7,2
9d3rmogd,2
76r37p56,1
nd2emned,1
3dxzqv1y,2
4d79evr1,1
pd0ezw1e,1
m1mzq4d2,2
76rmo418,1
j1n8xw91,1
o1y97wv6,1
nd2e0eed,1
pdvzzk6w,0
vo6gr5d2,2
pdv23qr6,1
pd0qr421,1
m1zkwnm1,1
46w2ej96,1
pd0w8031,1
nd20ke60,2
369p9o21,1
v1px8p46,0
y659we1e,1
m1z8yz10,1
ldellj63,1
4d7n44r6,1
m1zk7701,1
v1pxjop6,1
kdkm07e1,1
pd07nl6e,2
m1mn7ppd,1
9d3l59dl,2
m1zr8xd0,1
8nd25ed0,1
9d3m9y6l,1
kdkzgwqd,1
268e3996,1
9do8wj31,1
kdkmpkl1,1
268py7dp,1
268ej3k6,1
y65po0de,1
v1px3zz6,1
m1mxe9k6,1
m9do9edp,2
369pj21l,1
3690v86l,1
pd0q3931,1
9do83g71,1
36985zgd,1
9d3r0eed,1
j1ll7371,1
om1mz4d2,1
lde3wrn6,2
pd0wlq21,2
o6gxyod2,2
2685ok6p,2
9d38y9g1,1
3dxkvl51,1
268w9476,1
nd2m9r10,1
9doqx31p,1
o1y92gk6,1
kdkvl21m,1
m9do0odp,2
j1n8wrl1,1
268wjz76,0
m9dok1pr,2
w6jloe7d,1
9do887e1,1
268pjodp,2
pd0wjr31,1
3698g53d,1
3dxzpp1y,2
j1n8rw91,1
9d3835g1,2
w6jlm55d,1
76r3g056,1
268wvxy6,1
j1lqyyj6,1
k6qwwkz6,1
o6gle0xd,0
m1z990d0,1
46wkkl6r,1
nj1nnx1p,2
y654ln0d,1
268w84k6,1
k6q4e3md,1
y65re01e,2
ldej05e1,1
yo1yq2dq,2
k6qp2mdg,2
m1mnm33d,1
o1yjpgr1,1
m1zr52d0,1
w6j7exe6,2
3dx2251y,2
lde3k956,2
o1y9r9k6,2
k6qpxodg,2
pdv2wwk6,1
yd4zzg6e,2
m1mxrz46,1
yd4pyxde,1
nd23jq60,1
m1zjnz60,2
v1pxlj76,1
v1px3446,1
3dxln4dy,1
3dxkjv41,1
j1nel2x1,1
w6jp3e6j,2
pd0lmvde,1
76r34ge6,1
j1lqnlj6,1
yd4kqp6e,2
j1ll9je1,1
lde3r2l6,1
j1ne99e1,1
kdkz95xd,1
4d7gyld7,1
yd4kvgk6,1
j1neg91p,2
pdv2vwo6,1
ldejrrj1,1
26843kdp,1
kdkzxldm,2
j1nelkl1,2
v1p5emd8,1
v1pxzom6,1
o1y9jpo6,2
29d3w01l,2
o6gl5n5d,1
9d3rz2ed,1
o1y9r0v6,1
m1zklz10,2
4d795gn1,1
j1l0gj1g,1
9do8g5k1,1
4d79vrn1,2
76r4wl18,0
pd0qy4l1,1
y6554e36,1
kdkzwqqd,1
9downp31,1
4d7eyz67,1
2689591p,1
lde0ox63,0
o6gnr0o1,1
j1ll3gj1,1
3dx3yydy,1
yd4o7551,1
9dor3kdp,1
pdv25mo6,1
y654457d,1
o1y9lk6q,2
y65k0e6e,1
m1zk3031,2
m1zo32d0,1
ldejw451,1
pd0q9ow1,2
46wj39dr,1
j1nenx1p,2
nd2wk3d0,1
9d38nrw1,1
76r3ylv6,1
k6q0jo1g,2
yd4ozjw1,1
m1zko331,1
yd4oq3k1,1
ldeljx63,1
369vo21l,2
nj1ne1p4,2
w6jpr56j,1
o1yjnvr1,1
pdvz34v6,1
9d3qj01l,1
y654q4ed,1
268e3ry6,1
w6j74426,1
46w2ep36,1
j1ng5w6p,0
v1pp2m18,1
o6gl08xd,1
o1y9kwv6,1
k6qpy9dg,1
yd4or2x1,2
268ewoo6,1
9dowe2o1,1
pdvzg846,2
8m1z8x10,2
y654vv7d,1
46w5996r,2
o1y9rg46,2
3698zl2d,1
268z3y6p,1
3dxkx41y,0
yd4o90p1,1
46w0rn1r,1
n4d7r172,2
o6gl8v8d,1
m1mnvwpd,1
46w3qkl1,0
268er7y6,1
9d3rvwdl,2
9dowwzm1,2
m1mgwx12,1
46wx491r,1
369p0g1l,2
268wzey6,1
46w3q31r,1
4d732n17,2
qw6j726j,2
m1mx0ek6,1
76r3lxl6,1
k6q4mwmd,0
4d722r67,1
9do8lkm1,1
369pjkg1,1
w6j78746,1
j1nv5e6p,1
3dx27p51,1
268ex4o6,1
yd4o37x1,1
46w89q6r,0
j1neozx1,2
nd28nw3d,1
m1m3rk62,1
w6j4k76j,0
268ko96p,1
o1y9vrr6,2
k6qwoez6,2
k6q43k0d,1
9d3mqy6l,1
76rg4l18,1
pd04k06e,1
j1lo7z1g,1
ldem7513,1
ldejn5n1,1
k6q5jz6g,2
36950ldl,0
pd0wkov1,1
9dok331p,2
y6542v0d,2
k6qlmz1g,1
268e9oo6,1
pd0q7o21,1
xlde55d3,2
yd4o0z51,2
pdvgo9dw,2
36988w3d,1
pd0wj5w1,2
lde3gje6,1
k6qjl0dg,2
k6q4p50d,1
4d708n17,2
9do8x9e1,1
o1y3qv6q,1
w6jl0v4d,1
j1n5ee1p,1
y65e536e,1
o1y9wyk6,1
9d3rz5ed,1
y654zg0d,1
nd2e7xed,1
kdkzpjgd,1
m1m284d2,1
o6gnzno1,1
2680751p,1
76rxw8l6,2
m1zrx3d0,1
j1lqzpv6,1
kdkk9qdm,1
j1nnoe1p,1
9d3r9mgd,1
v1po5kz6,1
j1lq2xe6,1
j1nypw6p,0
3699rl6l,1
369pmjl1,1
76rx0746,1
o6gnxo12,2
o6gkg912,2
m1mxk746,1
m1mx4036,1
y6550l76,1
pdvwr96w,1
76rxmvl6,1
v1p3xm68,1
946wy7dr,2
k6qw0gm6,1
kdkzvmld,0
vo6g4962,2
76rxmrl6,0
9d3lrydl,1
4d75wn67,1
o1y9okr6,2
o6gljv9d,1
nd297r60,1
9dowj31p,1
369pn801,1
46w22l6r,2
76rqmld8,2
o1y9nr46,1
pdvxlv1w,1
kdkqwgdm,1
v1p5j4d8,1
o6gle4xd,1
nd28gvd0,2
pdvzq96w,2
j1lmjzdg,1
m1mx75p6,1
j1n8q3e1,1
j1llvp71,1
ldeo4x63,1
76rkv4d8,2
w6jll72d,1
9do4wm6p,0
pdvre41w,0
46w24j36,1
v1povjm6,1
46w2wj96,1
o1y9lzr6,0
kdkzqxdm,2
m1mngzxd,1
j1lw246g,1
pd0mqw6e,1
369pp701,1
w6j782e6,1
9d38ove1,1
46wxq71r,1
xldej13p,2
3dx8941y,2
m1mnojjd,1
j1ne57e1,1
9do0nedp,1
ldeq9nd3,1
76r9oe68,2
j1n9gedp,2
j1ner4x1,1
9do7q76p,2
v1ppw818,2
y65px8de,1
n4d7pgd7,2
pdvz77k6,1
ldeox563,2
46w3xrq1,1
4d7eog67,1
9dognm6p,1
9d38k701,1
k6qwjmx6,1
v1pne4d8,1
nd2er73d,1
3dxmov6y,0
v1ppv718,2
76r3w3e6,1
pdvzo8r6,2
pd0qqk21,1
nd28yprd,1
j1ll72e1,1
o1yq5vdq,2
ldez2xd3,1
m1zgzz60,0
j1n52x1p,1
j1lq7j6g,1
369qk2dl,1
369pp381,1
46w35xn1,2
y654420d,1
kdkmg0l1,1
o6gjr562,1
nd288m3d,0
nd2wrqd0,2
3dxzxp1y,2
o6g4qx62,1
j1nel0e1,1
k6qwkpo6,1
w6j7e926,1
76rxjeq6,1
76r3wo56,1
pdvzrx96,1
46wokn1r,2
w6j7woe6,1
y6547ged,2
3dx28q51,1
lde3nex6,2
kdklzq6m,1
v1pxzk46,1
j1lkrj6g,1
kdkmwg1m,2
9d38lw91,1
j1n8rex1,1
yd4zjw6e,1
kdkzzmxd,1
lde32ex6,1
j1l2jj6g,2
k6qj89dg,0
4pd02v1e,2
268ev4k6,0
y65ly41e,2
j1n8yme1,1
369go31l,2
m1mxpx46,1
kdkm3re1,2
4d7nw367,2
o6gen512,2
9d3rgrgd,1
3dxogvdy,1
kdkl4l6m,1
46w388l1,1
4d7954l1,1
4d73mg17,1
76r3vme6,1
nd28xg5d,1
268wzkk6,1
ldemjl13,2
m1mno0jd,1
v1p3yz68,1
nd2e353d,1
268wmx76,1
m1z8ox10,2
y65457de,2
w6jng51j,2
j1l7kedg,0
k6qew96g,2
369pkl01,1
4d728l67,2
kdkx7l6m,2
o1ynm2dq,1
3693w86l,1
o6g2k512,1
268e5056,1
9d382501,1
j1lqopv6,1
3dx2jk51,2
4pdvn46w,2
9d3wo91l,1
j1nelyx1,1
9dow0lm1,1
m1z98xd0,2
j1n5491p,1
m1zjr7m6,1
j1lnpv6g,0
j1neonl1,1
46w0371r,1
o1y53kdq,0
j1n8xml1,1
o6gn8291,1
j1nvve6p,1
3dxoxydy,1
3dxklrp1,1
9dowoem1,2
3dxk0qv1,1
2680o91p,1
m1zjnjx6,1
ldejz2x1,1
o1yw9rdq,2
ldej2rj1,1
k6q4mxxd,2
pd0j9l6e,1
46w2lnn6,1
9dowqye1,1
j1llj771,1
369p0r31,2
yd4onj51,0
k6qe996g,0
3dxr5gdy,1
o6gn7o12,2
j1ne4vw1,2
4d7y5zd7,2
4d79zxl1,1
3dxrjpdy,2
j1n5yx1p,1
k6qj3odg,1
268jkydp,1
3dxk7rv1,1
o1yg4o1q,2
46w2x2q6,1
v1poq468,1
m1zg3360,2
46w305q1,1
946wm3dr,2
3dxk28p1,1
lde3ee63,0
k6qw4yz6,1
369p3m31,1
4pd03de5,2
268mnydp,0
vo6gxod2,2
3dx2xov1,2
w6jl3p4d,0
3dxk5351,1
v1pxomz6,1
pdvzk5r6,2
pd0wxl01,1
9dowp9k1,1
j1nxpwdp,1
pd0lowde,2
m1mlyj62,1
w6j7zvx6,1
3dx2gpg1,1
k6q4ov9d,1
9j1lov1g,2
j1lm3edg,2
yd4o4qk1,1
v1porem6,1
v1pxlkm6,1
j1lq8v6g,2
3dx8pv1y,0
xkdk4g1m,2
yd4wrp6e,2
pdvzon96,1
x3692ldl,2
w6jlyn5d,2
j1negvx1,0
9dow9rm1,1
pdvxj41w,2
9d383zy1,1
ldejk851,1
ldek75d3,1
369p5ml1,1
j1n59y1p,1
j1lq9me6,1
4pd0k21e,2
3dx2mg41,2
46w3p371,1
j1n2k91p,1
m1zjvym6,1
kdkm09q1,1
v1popw86,1
o1y8mvdq,1
w6jlzgxd,1
m1mnmm3d,1
k6qwpz96,1
46wpzldr,1
9doromdp,2
3dxnzp1y,0
kdkmqrq1,1
pdvz0gv6,1
pd0q3jv1,1
76r3ygl6,1
o1yjro21,2
3dxkp41y,2
lde3plx6,1
j1n53x1p,1
o1y9w8v6,1
o1yj25r1,1
46wkr76r,1
76rxv0e6,1
yd4nyk6e,0
k6qkez6g,2
3dx2r341,1
9d3r97ed,2
46w27g76,1
kdkqjxdm,2
29d37g6l,2
qw6jrxdj,2
46w0271r,1
268wwx56,1
o1y9we26,2
o6gnkxo1,1
kdkmk721,1
3dxkj251,1
o1y98qo6,1
3dx237p1,2
46w33wn1,2
76rxlve6,1
m1ml7p62,1
9do92odp,1
pd0we321,1
j1newqw1,2
m1z3w2d0,1
m1mnw23d,1
pd05m01e,0
k6qj2mdg,2
268wom96,1
j1n8ryl1,1
3dxky251,1
yo1ywodq,1
