user_id,user_num_runs
0jm002y8,13
0jm00348,25
0jm00gz8,5
0jm00ko8,6
0jm00py8,1
0jm012e8,12
0jm016o8,9
0jm01dy8,4
0jm01k48,1
0jm01vz8,1
0jm01yo8,24
0jm01zn8,2
0jm025z8,2
0jm029y8,3
0jm02dz8,1
0jm02le8,1
0jm02n48,85
0jm02o81,30
0jm02oe8,11
0jm03gy8,3
0jm040y8,2
0jm043z8,1
0jm04481,5
0jm045e8,2
0jm04kn8,2
0jm04lz8,1
0jm04pz8,2
0jm04q48,5
0jm04y48,1
0jm04zy8,2
0jm050y8,93
0jm055e8,4
0jm05gn8,27
0jm05kn8,1
0jm05m48,4
0jm05oo8,6
0jm05po8,1
0jm05q48,1
0jm05ry8,5
0jm05yy8,7
0jm05zz8,1
0jm064n8,1
0jm066e8,3
0jm06mn8,1
0jm06re8,2
0jm06vn8,9
0jm06z48,214
0jm06z81,1
0jm071y8,2
0jm07do8,21
0jm07kz8,15
0jm07nz8,1
0jm07oy8,6
0jm07rn8,21
0jm07z81,1
0jm09gn8,3
0jm09lo8,7
0jm09qy8,2
0jm09we8,2
0jm09yz8,2
0jm09zo8,3
0jm0d3z8,8
0jm0d448,3
0jm0d6z8,34
0jm0d7z8,1
0jm0de81,7
0jm0dke8,1
0jm0dyy8,136
0jm0dzz8,1
0jm0e9e8,4
0jm0egn8,22
0jm0elo8,3
0jm0eoo8,1
0jm0g4z8,1
0jm0g5y8,3
0jm0g7o8,72
0jm0gge8,108
0jm0gn48,2
0jm0gqz8,339
0jm0grz8,1
0jm0gw48,1
0jm0gyo8,3
0jm0k2n8,145
0jm0k3o8,420
0jm0k548,1
0jm0k948,32
0jm0ke48,4
0jm0kge8,2
0jm0kne8,152
0jm0kzo8,2
0jm0l1y8,7
0jm0l3e8,3
0jm0l7e8,80
0jm0lo81,3
0jm0lrn8,22
0jm0lvo8,1
0jm0lwy8,2
0jm0lze8,2
0jm0m1o8,2
0jm0m7y8,5
0jm0m9n8,4
0jm0mdn8,8
0jm0men8,3
0jm0mme8,1
0jm0mno8,2
0jm0moz8,4
0jm0mpz8,2
0jm0mve8,1
0jm0my81,77
0jm0n4y8,1
0jm0n6o8,1
0jm0n7o8,4
0jm0n948,20
0jm0ne48,66
0jm0nge8,2
0jm0nk48,30
0jm0nn81,2
0jm0nne8,1
0jm0non8,7
0jm0nvy8,1
0jm0nw48,18
0jm0o0n8,10
0jm0o248,2
0jm0ope8,1
0jm0oqo8,5
0jm0oro8,6
0jm0p248,2
0jm0p5z8,29
0jm0pky8,2
0jm0ple8,5
0jm0po81,4
0jm0pvo8,8
0jm0pyn8,21
0jm0pze8,82
0jm0q1o8,3
0jm0q481,6
0jm0q4e8,1
0jm0q5e8,19
0jm0q6y8,20
0jm0qen8,36
0jm0qkn8,1
0jm0qm48,6
0jm0qno8,2
0jm0qoz8,3
0jm0r2z8,2
0jm0r648,1
0jm0rdn8,5
0jm0rpy8,4
0jm0ry48,9
0jm0ry81,4
0jm0rzy8,3
0jm0v0y8,1
0jm0v3z8,15
0jm0v448,78
0jm0v481,2
0jm0v9n8,13
0jm0vde8,1
0jm0vee8,68
0jm0voo8,1
0jm0vpz8,2
0jm0vyy8,1
0jm0vzz8,6
0jm0w0z8,2
0jm0w4y8,2
0jm0w5y8,9
0jm0w6o8,1
0jm0wd48,53
0jm0we48,11
0jm0wge8,7
0jm0wn81,2
0jm0y4n8,4
0jm0y5n8,23
0jm0ygz8,5
0jm0yko8,7
0jm0yly8,5
0jm0yme8,20
0jm0yno8,1
0jm0yqe8,6
0jm0yre8,4
0jm0ywo8,2
0jm0z348,7
0jm0z5o8,76
0jm0z9z8,1
0jm0zeo8,1
0jm0znz8,2
0jm0zo48,1
0jm0zz81,5
0jm101nj,1
0jm104yj,3
0jm1054j,7
0jm10ej1,1
0jm10yzj,2
0jm112yj,2
0jm1134j,3
0jm1164j,1
0jm11nzj,1
0jm11rej,42
0jm11woj,3
0jm11yj1,3
0jm12yj1,1
0jm132oj,5
0jm133zj,34
0jm134j1,10
0jm13knj,11
0jm13nnj,6
0jm13pzj,1
0jm13yyj,14
0jm14dyj,1
0jm14g4j,2
0jm14lnj,1
0jm14roj,4
0jm152ej,2
0jm154zj,1
0jm157nj,3
0jm15eyj,10
0jm15n4j,2
0jm16ej1,24
0jm172oj,2
0jm1744j,3
0jm1754j,4
0jm179ej,2
0jm17dej,1
0jm17ej1,1
0jm17kej,5
0jm190nj,1
0jm1924j,4
0jm19kzj,15
0jm19rnj,1
0jm1d3ej,4
0jm1dvzj,12
0jm1e24j,6
0jm1e6nj,4
0jm1e7nj,1
0jm1eo4j,40
0jm1eqoj,166
0jm1g34j,1
0jm1gmnj,11
0jm1gwzj,1
0jm1gyej,1
0jm1k0nj,16
0jm1k1yj,1
0jm1k6ej,5
0jm1k7ej,2
0jm1kdoj,1
0jm1kzej,1
0jm1l1oj,1
0jm1l3zj,1
0jm1l4ej,172
0jm1l6yj,82
0jm1ldej,5
0jm1lm4j,2
0jm1lpzj,2
0jm1m1ej,1
0jm1me4j,5
0jm1mmzj,8
0jm1mpnj,1
0jm1mqzj,9
0jm1mw4j,1
0jm1n34j,1
0jm1n4nj,10
0jm1n7ej,1
0jm1ngzj,1
0jm1np4j,1
0jm1nzj1,2
0jm1o3yj,24
0jm1oenj,3
0jm1oozj,3
0jm1opzj,2
0jm1oqej,18
0jm1oy4j,4
0jm1oyj1,10
0jm1p1oj,1
0jm1p2zj,1
0jm1p4j1,1
0jm1plzj,4
0jm1pm4j,1
0jm1pqej,2
0jm1pr4j,1
0jm1py4j,7
0jm1pzyj,5
0jm1q3nj,1
0jm1qdyj,8
0jm1qnj1,3
0jm1qqzj,9
0jm1qw4j,2
0jm1rnj1,2
0jm1v0oj,37
0jm1v2ej,1
0jm1v9yj,2
0jm1vg4j,1
0jm1wl4j,18
0jm1wp4j,21
0jm1wrnj,1
0jm1wvoj,1
0jm1wynj,2
0jm1wzej,60
0jm1y4yj,1
0jm1y54j,41
0jm1y6zj,2
0jm1yej1,1
0jm1ynej,1
0jm1yzoj,3
0jm1z4j1,1
0jm1z5ej,1
0jm1zknj,1
0jm1zlzj,2
0jm1zooj,33
0jm301o8,13
0jm30481,103
0jm304e8,2
0jm30dn8,22
0jm30en8,1
0jm316n8,3
0jm31ky8,11
0jm31le8,2
0jm31mo8,2
0jm31ny8,17
0jm31o81,2
0jm327e8,3
0jm32p48,2
0jm32wz8,4
0jm33348,16
0jm33re8,2
0jm33y81,231
0jm340z8,1
0jm346z8,33
0jm34e81,32
0jm34ee8,116
0jm34gn8,2
0jm34lo8,1
0jm34my8,16
0jm34we8,130
0jm352n8,12
0jm35948,1
0jm35d48,1
0jm35e81,3
0jm35ge8,57
0jm35qy8,183
0jm35we8,1
0jm363y8,10
0jm36648,22
0jm36ly8,1
0jm36qe8,369
0jm36y81,74
0jm371z8,61
0jm375n8,2
0jm37re8,5
0jm37y81,27
0jm394z8,1
0jm397o8,1
0jm39948,1
0jm39ge8,16
0jm39ln8,10
0jm39n81,17
0jm39on8,4
0jm39vy8,3
0jm3d0z8,1
0jm3d3o8,16
0jm3d4y8,2
0jm3d7o8,2
0jm3dn81,5
0jm3dne8,11
0jm3dpn8,1
0jm3e4y8,12
0jm3e948,6
0jm3edy8,19
0jm3eln8,1
0jm3emz8,10
0jm3eon8,1
0jm3erz8,1
0jm3gky8,3
0jm3gle8,2
0jm3go81,11
0jm3gzn8,23
0jm3k2e8,12
0jm3k3n8,4
0jm3k5y8,92
0jm3kk48,3
0jm3kmz8,37
0jm3kn48,3
0jm3kn81,24
0jm3koe8,1
0jm3kpn8,3
0jm3kqz8,64
0jm3kw48,1
0jm3l2y8,1
0jm3loy8,34
0jm3lpy8,136
0jm3lqn8,2
0jm3lz48,25
0jm3lz81,73
0jm3m481,24
0jm3mde8,41
0jm3mgn8,43
0jm3mkn8,1
0jm3mry8,3
0jm3n4z8,1
0jm3n7n8,1
0jm3no81,113
0jm3o0e8,13
0jm3o1y8,12
0jm3odo8,1
0jm3onz8,5
0jm3pdo8,1
0jm3pgz8,4
0jm3pz48,1
0jm3pz81,10
0jm3q6z8,1
0jm3qe81,144
0jm3qlo8,21
0jm3qry8,2
0jm3r0y8,20
0jm3r1o8,3
0jm3r3z8,1031
0jm3r448,14
0jm3r5e8,32
0jm3r6y8,94
0jm3r9n8,3
0jm3ree8,1
0jm3rm48,1
0jm3rnn8,1
0jm3rpz8,2
0jm3rq48,2
0jm3rve8,2
0jm3ryy8,2
0jm3rzz8,38
0jm3v2n8,1
0jm3v4y8,5
0jm3v548,2
0jm3v6z8,28
0jm3vd48,7
0jm3ve81,5
0jm3w2e8,10
0jm3w4z8,2
0jm3w9y8,60
0jm3wg48,3
0jm3woe8,7
0jm3wro8,1
0jm3y2o8,5
0jm3y481,20
0jm3y7y8,2
0jm3z048,1
0jm3zgz8,3
0jm3zko8,5
0jm3zpy8,2
0jm3zqe8,1
0jm3zre8,4
0jm400nj,2
0jm40ezj,53
0jm40kzj,1
0jm40lej,5
0jm40nyj,2
0jm411nj,1
0jm416zj,2
0jm417zj,7
0jm41d4j,5
0jm41ej1,1
0jm41myj,48
0jm41nej,4
0jm41v4j,1
0jm41wej,3
0jm427oj,1
0jm42mzj,4
0jm42nej,1
0jm42qyj,2
0jm42wej,10
0jm430oj,9
0jm435zj,2
0jm43eyj,15
0jm43n4j,12
0jm43pej,1
0jm43yoj,13
0jm442yj,1
0jm44nzj,1
0jm44oyj,2
0jm44z4j,55
0jm4504j,1
0jm451zj,1
0jm452zj,24
0jm453yj,1
0jm454ej,12
0jm455nj,1
0jm45pyj,1
0jm45rej,1
0jm45yj1,7
0jm45zyj,26
0jm466nj,2
0jm467nj,1
0jm46zej,42
0jm470nj,1
0jm4714j,3
0jm476nj,80
0jm47kyj,35
0jm47qoj,2
0jm47znj,2
0jm491oj,4
0jm492oj,4
0jm494ej,25
0jm494j1,1
0jm497yj,7
0jm49m4j,3
0jm49r4j,2
0jm49y4j,3
0jm4d4ej,3
0jm4d64j,1
0jm4d9nj,1
0jm4dlyj,1
0jm4dmej,101
0jm4dpzj,4
0jm4dr4j,1
0jm4dvej,3
0jm4dy4j,37
0jm4e2zj,1
0jm4e5ej,1
0jm4e6yj,3
0jm4e9nj,5
0jm4enoj,1
0jm4ezyj,1
0jm4g1nj,8
0jm4g7zj,1
0jm4gkej,2
0jm4gmyj,3
0jm4gqyj,3
0jm4gyyj,1
0jm4k2oj,4
0jm4k4j1,50
0jm4kpzj,3
0jm4l2ej,31
0jm4l5yj,42
0jm4l9yj,14
0jm4leyj,1
0jm4lg4j,20
0jm4lk4j,1
0jm4llnj,1
0jm4lnj1,19
0jm4lqzj,56
0jm4lw4j,8
0jm4lznj,670
0jm4m0ej,14
0jm4m34j,3
0jm4m6ej,5
0jm4m7ej,5
0jm4mgzj,1
0jm4mkzj,3
0jm4ml4j,2
0jm4moyj,1
0jm4mqnj,3
0jm4myej,1
0jm4n0yj,1
0jm4nkej,3
0jm4nv4j,1
0jm4nwnj,2
0jm4o2nj,1
0jm4o5yj,32
0jm4omzj,2
0jm4oqzj,3
0jm4orzj,3
0jm4oyzj,5
0jm4pgej,3
0jm4pk4j,45
0jm4plnj,1
0jm4pmzj,22
0jm4ppnj,151
0jm4pqzj,5
0jm4qeoj,6
0jm4qrej,3
0jm4qvnj,1
0jm4qwzj,1
0jm4rmnj,2
0jm4rp4j,23
0jm4rqnj,1
0jm4rvoj,4
0jm4rzej,8
0jm4v04j,1
0jm4v4nj,4
0jm4vdnj,87
0jm4vgzj,1
0jm4vvnj,3
0jm4vwoj,1
0jm4vyej,1
0jm4w2oj,4
0jm4w3zj,2
0jm4w44j,3
0jm4w4j1,41
0jm4wooj,16
0jm4wpoj,14
0jm4wzzj,7
0jm4y7ej,6
0jm4ydoj,3
0jm4z3nj,138
0jm4z6nj,1
0jm4zeyj,2
0jm4zg4j,1
0jm4zkyj,1
0jm4zlej,2
0jm4zoj1,4
0jm4zwyj,1
0jm4zyoj,1
0jm5014x,24
0jm504ox,1
0jm507nx,1
0jm50wyx,15
0jm50znx,2
0jm510yx,3
0jm511nx,2
0jm51ex1,4
0jm51kex,2
0jm522nx,14
0jm524yx,5
0jm5254x,1
0jm527zx,2
0jm52ex1,1
0jm52lox,5
0jm534zx,5
0jm53eyx,1
0jm53gex,3
0jm53n4x,1
0jm53nx1,1
0jm53pnx,3
0jm542yx,1
0jm544nx,1
0jm549ox,10
0jm54nzx,6
0jm54qnx,1
0jm54wzx,1
0jm550ex,1
0jm554nx,1
0jm559ox,1
0jm55kox,4
0jm55mex,4
0jm55pyx,13
0jm55rex,1
0jm55wox,3
0jm55yx1,7
0jm566nx,1
0jm56dzx,3
0jm56eyx,1
0jm56kyx,1
0jm56lex,33
0jm56oex,1
0jm572ex,1
0jm579yx,3
0jm57g4x,6
0jm57lnx,1
0jm57oex,11
0jm593yx,17
0jm594ex,2
0jm597yx,5
0jm59gox,22
0jm59nox,14
0jm59qex,13
0jm59r4x,1
0jm59vex,65
0jm59y4x,58
0jm5d9ox,1
0jm5dgzx,2
0jm5dyex,5
0jm5dyx1,2
