id,cluster_num
k6q4rqzd,0
j1ne0vl1,0
j1ll47v1,0
nd285r3d,0
3dx2j9y1,0
o1yj5n21,0
m1zjnrm6,0
9dowpxm1,0
o1y7pv1q,0
9do84qm1,0
w6jl9o5d,2
yd4kwop6,0
nd2e3lvd,0
j1ne40l1,0
kdkz55xd,0
nd2erm5d,0
nd28x53d,0
y655o586,0
9do8lpk1,0
pdv289r6,0
369j481l,0
j1nk8x1p,0
j1lqr746,0
j1ll50j1,0
268wwjo6,0
w6j7er46,0
3dxwq41y,0
ldelvl63,0
yd4o24g1,0
46w3eel1,0
o1y9pyk6,0
9d3rn00d,0
kdknmqdm,0
y654px8d,0
j1n8m7w1,0
o1y92yr6,0
pd0w0701,0
pdvzyn96,0
yd4k8ok6,0
pd0py36e,0
yd4oljx1,0
268wpp96,0
76rqeld8,0
9d38p3y1,2
kdkz7qqd,0
o1yjjo21,0
o6gn7291,0
o1yj3v41,0
pdvlzo1w,0
yd43p51e,0
9dow05o1,0
4d79nqn1,0
76r2nvd8,0
v1px0x46,0
9d388491,0
m1zke3x1,0
w6j7wx26,2
yd4xjx1e,0
nd28ekqd,0
w6jl3oxd,0
4d79n3n1,0
k6q4399d,0
4d7nexl6,0
9d387g91,0
j1llrpz1,0
j1n07edp,0
4d7n9j36,0
46wkwq6r,0
j1ljyzdg,0
yd4o9l51,0
46w0n91r,1
4d7n0y36,0
ldejq7x1,0
268elpk6,0
268w94o6,0
m1zjejm6,0
9dow0go1,0
k6qwr096,0
9d382201,0
k6qwl8x6,0
kdkzvzld,0
4d797l31,0
ldej3o51,0
j1nwl91p,0
m1mn733d,0
ldewjld3,0
9d39y9dl,0
w6jlw74d,0
kdkzmvxd,0
m1zkv3m1,0
w6jmm26j,1
m1zk5m01,0
v1pxj376,0
pdvzqqk6,0
v1pxo5m6,0
j1n29w1p,0
pd0ngw1e,0
3dxz7p1y,0
v1pxxz68,1
9d3mn96l,0
y654930d,0
o1y9wo6q,1
m1mnmykd,0
kdkzrkxd,1
y655lr86,0
lde3k2x6,0
76rxp9q6,0
nd283med,0
y654r48d,0
36982j8d,0
v1po25p6,0
o1y9j9v6,1
9d3rnedl,0
36983e3d,0
9do83yk1,0
9dowpv71,0
m1zk7231,0
nd2e9erd,0
w6jlkoed,0
pd0wg21e,0
kdkz852d,0
9do87ve1,0
46w33l1r,1
k6q459zd,0
k6q474zd,0
9do8rp71,0
j1llx271,0
k6qrkm1g,0
ldeolx63,1
m1mxvyx6,0
yd4kg9p6,0
l3dx0vdy,1
9d3r4ogd,0
268q8o6p,0
lde394l6,0
nd28k2ed,0
y655og06,0
369pj3g1,0
o1yj2nr1,0
m1m7g412,0
4d7nkkr6,0
76rxy346,0
268xm51p,0
46w3pn31,0
3dx2oo51,0
pdvz5x96,0
9do8mm1p,0
j1ne0qx1,0
kdkzlxqd,0
j1n8yew1,0
v1poooz6,0
kdk7wl1m,2
pdvzywv6,0
k6qwkz6g,1
w6jlkled,0
pd0w79v1,0
76r374l6,0
4d794qg1,0
pd0wx0l1,0
j1llwz1g,0
lde5ljd3,0
k6q4380d,0
46w39jl1,0
4d790zr1,0
pdvvl4dw,0
m1mx0ox6,1
v1ponx76,1
9doww431,0
j1lvy7dg,0
m1mx4y46,0
9d38wo91,0
kdkzlgdm,0
9d385vg1,0
nd2vpq10,0
m1mx2qj6,0
v1pxpw86,0
j1nepxy1,0
9d3x5edl,0
v1px7jm6,0
kdkmp8g1,0
76rxjrq6,0
9d3vjg6l,0
w6j7n326,0
yd4o9x1e,0
4d79wjl1,0
lde35gl6,0
l3dx5v1y,1
j1lp0edg,0
268e3e96,0
lde30nj6,0
o1yjz421,0
ldejxon1,0
k6qwqro6,0
46w3grq1,2
k6q43g0d,0
j1np4l6p,0
j1n8mx91,0
w6jl25dj,0
k6q43yzd,0
w6j70ex6,0
v1pxgjz6,0
4d7rml17,0
j1lqo4z6,0
yd4ol751,0
lde7nn13,0
9do83e71,0
9do8lq71,0
pd0wxq31,0
o6gnxo51,0
j1nez0x1,0
268r8k1p,0
j1n8n8x1,0
9do8rjk1,0
4d7npmz6,0
o1yl7o6q,0
268yw5dp,1
nd2e5yqd,0
m1zjml06,0
pdvzr8o6,0
46w27j36,0
ldejenl1,0
nd2emevd,0
9d38k5g1,0
j1ne5891,1
9d3rg9yd,0
v1pxemm6,0
l3dxogdy,1
36987lgd,0
76rxovv6,0
j1n894e1,0
nd2eem3d,0
yd4kmmg6,0
46w32l1r,2
o1yj2po1,0
9d382xw1,0
3dxkv7v1,0
v1pxyn46,0
y6549o0d,0
pd0w4w21,0
j1n882y1,0
om1mx362,1
268w2o56,0
3dx2nl41,0
76r3n0e6,0
9d3rvzwd,0
o6gno251,0
lde357x6,0
m1zj39m6,0
76r55vd8,1
pd0q9001,0
76r3ggv6,0
o1yjq8o1,0
j1npme6p,1
w6jlo25d,0
4d79mmr1,0
j1le3j6g,0
pd0qv8v1,0
y65ej76e,0
j1llk0v1,0
j1ne5my1,0
9dowg031,0
ldejx0x1,0
9dowovo1,0
j1n48l6p,0
lde5y5d3,0
pd0qmr31,0
v1po55z6,0
j1lqp0e6,0
y658506e,0
m1zkqp31,0
j1n82r91,0
m1mnnojd,0
3dx2w4y1,0
j1ne55e1,0
v1pn5pd8,0
nd2eored,0
pd0wexv1,0
268w2v96,0
4d70mn17,0
yd4ovvg1,0
v1pxjnm6,0
46w2yyl6,0
pd0q3rv1,0
pdvz0po6,0
268wxmk6,0
9d3rm40d,0
yo1yo26q,0
pd0wq31e,1
m1z53x10,0
j1lqpkv6,0
m1mo8p62,0
m1zk3x21,0
kdkz83gd,1
m1z9l2d0,0
nd28g83d,0
v1pxgv76,0
pd0w42l1,0
nd2ekrvd,0
46w382n1,0
nd28xr5d,0
pdvz9v46,0
w6j7ke46,0
46w38o31,0
46wynndr,0
m1mxj8p6,0
j1lqlov6,0
j1n8zjx1,0
j1l0qe1g,0
pdvm7vdw,0
o6gnn7o1,0
w6jrzxdj,0
lde33ge6,0
3dxkx9p1,0
w6jlp8xd,0
4d7yqzd7,0
pd0qx2v1,0
w6j7eq46,0
lde3e3e6,0
m1zj0336,0
9do84p71,0
46w2l76r,2
9dowqqk1,0
o1ymwk1q,0
xv1pg718,1
nd2e3ped,0
j1nlwldp,0
nd2epevd,0
pd0w3r31,0
46w3pq91,0
k6q4p8zd,0
y65jv7de,0
268wx856,0
om1m3625,1
76r3o2e6,0
46wkn36r,0
369pq8l1,0
j1n8pq91,0
76r43l18,1
j1n8kwe1,0
o1y98wk6,0
v1pozgp6,0
kdkmv0e1,0
j1n8rly1,0
4d7983l1,0
pd0wg921,0
v1pxjz68,1
o1y3l46q,0
pd0q3vv1,0
o6gnvxx1,0
36983q0d,0
o6glll8d,0
lde39q56,0
m1mxgnp6,0
y65420de,1
268e4v76,0
m1m2oxd2,1
m1mxxw46,0
o1yj97o1,0
yd4k7nw6,0
j1l754dg,0
m9dok31p,1
j1ne0my1,0
kdkzo5qd,1
76rxz468,0
k6q4eemd,0
kdkokl6m,0
m1mxonx6,0
yd4ojyk1,0
y65lp31e,0
pdvz22k6,0
y6547r4d,0
nd2z5qd0,0
o6gnlwo1,0
w6j7xq76,0
pdv2mjr6,0
m1mnjo3d,0
9dowv371,0
kdkmz9g1,0
pd0yy36e,1
369ppl21,0
o6gljmxd,0
v1pxg786,0
kdkzrx2d,0
76r3o7v6,0
o6gnkpn1,0
yd4kv8g6,0
nd24q310,0
pdv2ez46,0
j1llmxv1,0
yd4ljx1e,1
o6glxjnd,0
4d7nvyz6,0
ldeo0563,0
m1zjpl36,0
9d3rgewd,0
268lvo1p,1
46w3xnl1,0
268e7n76,0
4pd0n31e,1
j1np0w6p,0
3dx2xmy1,0
4d7n4k36,0
pd0w2v1e,0
yd4kyxp6,0
76r59ed8,0
76rmg518,0
k6qwqrx6,0
w6j7e0e6,0
